beat_id,section,start,end,narrative_job,production_route,template_id,frame_type,final_frame_content,exact_text,source_assets,subtitle_safe,short_ids,shorts_strategy,legal_guardrail
B042,S06,356.860,366.060,INVESTIGATION_AND_OBSTRUCTION,SOURCE_STYLED_GENERATION,T06,timeline,"Final WHAT IT COST source-styled still using DC023_OBSTRUCTION_DELETION.png + EBAY_HQ_2018_CC_BY_SA.jpg + NATICK_CENTER_2020_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""AUGUST 16, 2019 — POLICE INVESTIGATION"". No empty placeholders and no separate later source layer.","AUGUST 16, 2019 — POLICE INVESTIGATION",DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B043,S06,366.980,374.300,INVESTIGATION_AND_OBSTRUCTION,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using DC023_OBSTRUCTION_DELETION.png + EBAY_HQ_2018_CC_BY_SA.jpg + NATICK_CENTER_2020_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""A SECOND PROBLEM"". No empty placeholders and no separate later source layer.",A SECOND PROBLEM,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B044,S06,375.480,384.240,INVESTIGATION_AND_OBSTRUCTION,HYBRID_SOURCE_EDITORIAL,T01,evidence,"Final branded source composite using DC023_OBSTRUCTION_DELETION.png + EBAY_HQ_2018_CC_BY_SA.jpg + NATICK_CENTER_2020_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""FALSE STATEMENTS • DELETED EVIDENCE • FALSIFIED RECORDS"". Source and factual text must already be inside the delivered still.",FALSE STATEMENTS • DELETED EVIDENCE • FALSIFIED RECORDS,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B045,S06,385.280,394.160,INVESTIGATION_AND_OBSTRUCTION,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using DC023_OBSTRUCTION_DELETION.png + EBAY_HQ_2018_CC_BY_SA.jpg + NATICK_CENTER_2020_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""OPERATION + CONCEALMENT"". No empty placeholders and no separate later source layer.",OPERATION + CONCEALMENT,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B046,S06,395.020,410.060,INVESTIGATION_AND_OBSTRUCTION,SOURCE_STYLED_GENERATION,T06,timeline,"Final WHAT IT COST source-styled still using DC023_OBSTRUCTION_DELETION.png + EBAY_HQ_2018_CC_BY_SA.jpg + NATICK_CENTER_2020_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""INTERNAL INVESTIGATION"". No empty placeholders and no separate later source layer.",INTERNAL INVESTIGATION,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B047,S06,410.900,415.800,INVESTIGATION_AND_OBSTRUCTION,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using DC023_OBSTRUCTION_DELETION.png + EBAY_HQ_2018_CC_BY_SA.jpg + NATICK_CENTER_2020_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""FEDERAL PROSECUTORS"". No empty placeholders and no separate later source layer.",FEDERAL PROSECUTORS,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B048,S07,416.540,422.360,INDIVIDUAL_CRIMINAL_ACCOUNTABILITY,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using DC011_SEVEN_GUILTY_DOJ.png + S004_DOJ_FINAL_DEFENDANT_PAGE.pdf visibly in the image, composed in the locked premium documentary style with exact headline ""FEDERAL CASES BEGIN — 2020"". No empty placeholders and no separate later source layer.",FEDERAL CASES BEGIN — 2020,DC011_SEVEN_GUILTY_DOJ.png;S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,BOTTOM_20_PERCENT_CLEAR,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B049,S07,423.480,429.180,INDIVIDUAL_CRIMINAL_ACCOUNTABILITY,HYBRID_SOURCE_EDITORIAL,T07,accountability,"Final branded source composite using DC011_SEVEN_GUILTY_DOJ.png + S004_DOJ_FINAL_DEFENDANT_PAGE.pdf as visible in-frame material plus deterministic labels/GFX for ""SEVEN GUILTY PLEAS"". Source and factual text must already be inside the delivered still.",SEVEN GUILTY PLEAS,DC011_SEVEN_GUILTY_DOJ.png;S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,BOTTOM_20_PERCENT_CLEAR,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B050,S07,430.420,439.600,INDIVIDUAL_CRIMINAL_ACCOUNTABILITY,SOURCE_NATIVE_EDITORIAL,T07,accountability,"Final branded still built directly from authentic source material DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png + S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""JIM BAUGH — 57 MONTHS"" in the same image. No later source insertion.",JIM BAUGH — 57 MONTHS,DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf,BOTTOM_20_PERCENT_CLEAR,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B051,S07,440.920,449.880,INDIVIDUAL_CRIMINAL_ACCOUNTABILITY,SOURCE_NATIVE_EDITORIAL,T07,accountability,"Final branded still built directly from authentic source material DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png + S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""DAVID HARVILLE — 24 MONTHS"" in the same image. No later source insertion.",DAVID HARVILLE — 24 MONTHS,DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf,BOTTOM_20_PERCENT_CLEAR,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B052,S07,451.340,460.880,INDIVIDUAL_CRIMINAL_ACCOUNTABILITY,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using DC011_SEVEN_GUILTY_DOJ.png + DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png + EBAY_HQ_2018_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""PERSONAL ACCOUNTABILITY"". No empty placeholders and no separate later source layer.",PERSONAL ACCOUNTABILITY,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B053,S07,462.060,468.780,INDIVIDUAL_CRIMINAL_ACCOUNTABILITY,HYBRID_SOURCE_EDITORIAL,T07,accountability,"Final branded source composite using DC011_SEVEN_GUILTY_DOJ.png + DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png + EBAY_HQ_2018_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""ALL SEVEN PROSECUTED PLEADED GUILTY"". Source and factual text must already be inside the delivered still.",ALL SEVEN PROSECUTED PLEADED GUILTY,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B054,S07,469.980,476.000,INDIVIDUAL_CRIMINAL_ACCOUNTABILITY,SOURCE_STYLED_GENERATION,T01,evidence,"Final WHAT IT COST source-styled still using DC011_SEVEN_GUILTY_DOJ.png + DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png + EBAY_HQ_2018_CC_BY_SA.jpg visibly in the image, composed in the locked premium documentary style with exact headline ""FROM INDIVIDUALS TO THE COMPANY"". No empty placeholders and no separate later source layer.",FROM INDIVIDUALS TO THE COMPANY,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B055,S08,477.340,483.160,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material S003_EBAY_CRIMINAL_INFORMATION.pdf + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""JANUARY 2024 — SIX-COUNT INFORMATION"" in the same image. No later source insertion.",JANUARY 2024 — SIX-COUNT INFORMATION,S003_EBAY_CRIMINAL_INFORMATION.pdf;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B056,S08,484.200,495.500,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T01,evidence,"Final branded still built directly from authentic source material S003_EBAY_CRIMINAL_INFORMATION.pdf + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""STALKING • WITNESS TAMPERING • RECORDS"" in the same image. No later source insertion.",STALKING • WITNESS TAMPERING • RECORDS,S003_EBAY_CRIMINAL_INFORMATION.pdf;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B057,S08,496.900,499.300,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""DPA ≠ CONVICTION"" in the same image. No later source insertion.",DPA ≠ CONVICTION,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,DPA is not a conviction.
B058,S08,500.300,503.880,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T01,evidence,"Final branded still built directly from authentic source material DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""DEFERRED PROSECUTION AGREEMENT"" in the same image. No later source insertion.",DEFERRED PROSECUTION AGREEMENT,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,DPA is not a conviction.
B059,S08,505.020,508.380,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""DPA ≠ CONVICTION"" in the same image. No later source insertion.",DPA ≠ CONVICTION,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,DPA is not a conviction.
B060,S08,509.420,524.080,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T01,evidence,"Final branded still built directly from authentic source material DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""CHARGES FILED • PROSECUTION DEFERRED"" in the same image. No later source insertion.",CHARGES FILED • PROSECUTION DEFERRED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,DPA is not a conviction.
B061,S08,525.140,528.120,CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,T01,evidence,"Final branded source composite using DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""CORPORATE CONSEQUENCES"". Source and factual text must already be inside the delivered still.",CORPORATE CONSEQUENCES,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,DPA is not a conviction.
B062,S08,529.300,536.780,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T04,money,"Final branded still built directly from authentic source material DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""$3M CRIMINAL PENALTY"" in the same image. No later source insertion.",$3M CRIMINAL PENALTY,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.
B063,S08,537.600,544.240,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,T01,evidence,"Final branded still built directly from authentic source material DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""3-YEAR INDEPENDENT MONITOR"" in the same image. No later source insertion.",3-YEAR INDEPENDENT MONITOR,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,DPA is not a conviction.
B064,S08,545.640,555.980,CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,T01,evidence,"Final branded source composite using DC015_DPA_CRIMINAL_PENALTY.png + DC016_DPA_COMPLIANCE_MONITOR.png + DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png + EBAY_HQ_2018_CC_BY_SA.jpg as visible in-frame material plus deterministic labels/GFX for ""EBAY — FEDERAL CRIMINAL RESOLUTION"". Source and factual text must already be inside the delivered still.",EBAY — FEDERAL CRIMINAL RESOLUTION,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,DPA is not a conviction.
B065,S08,556.820,565.860,CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,T01,evidence,"Final branded source composite using EBAY_HQ_2018_CC_BY_SA.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg as visible in-frame material plus deterministic labels/GFX for ""HOW FAR UP DID RESPONSIBILITY GO?"". Source and factual text must already be inside the delivered still.",HOW FAR UP DID RESPONSIBILITY GO?,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B066,S08,566.960,569.300,CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,T03,document,"Final branded source composite using LIVE_MOAKLEY_COURTHOUSE_CC0.jpg as visible in-frame material plus deterministic labels/GFX for ""TOWARD A JURY"". Source and factual text must already be inside the delivered still.",TOWARD A JURY,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,
B067,S09,570.640,574.500,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T06,timeline,"Final branded still built directly from authentic source material DC018_CIVIL_COMPLAINT_COVER.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""JULY 2021 — CIVIL CASE FILED"" in the same image. No later source insertion.",JULY 2021 — CIVIL CASE FILED,DC018_CIVIL_COMPLAINT_COVER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B068,S09,575.640,580.400,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC010_SUMMARY_JUDGMENT_ORDER.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""2025 — SUMMARY JUDGMENT"" in the same image. No later source insertion.",2025 — SUMMARY JUDGMENT,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,
B069,S09,581.040,593.080,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC010_SUMMARY_JUDGMENT_ORDER.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""SURVIVING CLAIM ≠ LIABILITY"" in the same image. No later source insertion.",SURVIVING CLAIM ≠ LIABILITY,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Surviving civil claim / jury question is not final liability.
B070,S09,593.800,603.440,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T01,evidence,"Final branded still built directly from authentic source material DC010_SUMMARY_JUDGMENT_ORDER.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""PFC WON SUMMARY JUDGMENT"" in the same image. No later source insertion.",PFC WON SUMMARY JUDGMENT,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Surviving civil claim / jury question is not final liability.
B071,S09,604.100,608.760,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T02,dossier,"Final branded still built directly from authentic source material DC010_SUMMARY_JUDGMENT_ORDER.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED"" in the same image. No later source insertion.",CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Surviving civil claim / jury question is not final liability.
B072,S09,609.660,619.440,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T02,dossier,"Final branded still built directly from authentic source material DC008_WENIG_NO_DIRECT_BAUGH.png + LIVE_DEVIN_WENIG_COMMONS.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""NO DIRECT BAUGH COMMUNICATION"" in the same image. No later source insertion.",NO DIRECT BAUGH COMMUNICATION,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
B073,S09,620.240,633.060,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC008_WENIG_NO_DIRECT_BAUGH.png + LIVE_DEVIN_WENIG_COMMONS.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""JURY QUESTION — NOT FINAL LIABILITY"" in the same image. No later source insertion.",JURY QUESTION — NOT FINAL LIABILITY,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
B074,S09,634.080,650.940,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC008_WENIG_NO_DIRECT_BAUGH.png + LIVE_DEVIN_WENIG_COMMONS.jpg + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""WENIG DISPUTED THAT INTERPRETATION"" in the same image. No later source insertion.",WENIG DISPUTED THAT INTERPRETATION,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.
B075,S09,652.280,663.820,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,T03,document,"Final branded still built directly from authentic source material DC009_WYMER_REASONABLE_JUROR.png + LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; preserve source pixels/text faithfully, use crop/highlight/brand framing, and render exact editor-native headline ""A REASONABLE JURY COULD FIND…"" in the same image. No later source insertion.",A REASONABLE JURY COULD FIND…,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,BOTTOM_20_PERCENT_CLEAR,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Surviving civil claim / jury question is not final liability.
