beat_id,spoken_text,narrative_job,production_route,current_or_corrected_sources,semantic_status,issue,corrected_source_plan,model_input_policy,style_policy,subtitle_lock
B055,"In January twenty twenty-four, prosecutors filed a six-count criminal Information against eBay.",CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg,PREP_REQUIRED,Six-count Information is supported by S003 but current job input is only HQ context.,Prepare tight S003 Criminal Information excerpt showing January 2024 / six-count filing.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B056,"The counts included interstate stalking, stalking through electronic communications, witness tampering, and destruction or falsification of records connected to a federal investigation.",CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg,PREP_REQUIRED,"Count list must come from the Criminal Information, not generic HQ imagery.",Prepare tight S003 excerpt listing charged categories; preserve DPA ≠ conviction.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B057,But eBay was not convicted on those charges.,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B058,"Instead, the company entered a deferred prosecution agreement.",CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B059,A deferred prosecution agreement works differently from a conviction.,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B060,"The government files charges, but prosecution is held back while the company complies with negotiated conditions. If the agreement is completed successfully, the criminal case is intended to end without a trial on those corporate charges.",CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B061,"For eBay, the agreement came with real consequences.",CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B062,The company admitted a detailed factual account of the conduct. It agreed to pay a three-million-dollar criminal penalty.,CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B063,"And it accepted an independent compliance monitor for three years, along with cooperation and compliance obligations.",CORPORATE_CRIMINAL_RESOLUTION,SOURCE_NATIVE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B064,"At that point, the legal consequences no longer belonged only to individuals. eBay itself had entered a federal criminal resolution tied to the conduct.",CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B065,But one major question was still unresolved. How far up the organization could civil responsibility for the campaign extend?,CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B066,That question was moving toward a jury.,CORPORATE_CRIMINAL_RESOLUTION,HYBRID_SOURCE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B067,The Steiners filed their federal civil case in July twenty twenty-one.,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC018_CIVIL_COMPLAINT_COVER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B068,"Four years later, Judge Patti Saris issued a major summary-judgment order.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B069,"At this stage, the key distinction is simple: allowing a claim to continue does not mean a defendant has been found liable. It means the issue can still be decided by a jury.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B070,And the court treated different defendants differently. A security contractor named P-F-C won summary judgment on the claims against it.,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B071,But significant claims involving eBay and former executives survived.,CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B072,"For Devin Wenig, the record included an important limitation: Baugh testified that Wenig had not communicated with him directly about the Steiners.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B073,"At the same time, the judge held that, viewing the evidence in the Steiners' favor as required at that stage, a jury could potentially find Wenig's encouragement was a substantial factor in what followed.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B074,"Wenig disputed that interpretation. His lawyers said he had no knowledge of or involvement in the harassment campaign, did not approve or authorize it, and argued that his messages concerned a public-relations response to the Steiners' reporting.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B075,"For Steve Wymer, the court pointed to a more extensive communication record and held that a reasonable jury could find he had induced, encouraged or authorized tortious conduct.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B076,"Again, that was not a final finding of liability.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B077,"And Wenig, Wymer and Wendy Jones were not criminally charged over the campaign.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,LIVE_DEVIN_WENIG_COMMONS.jpg,EDITOR_ONLY,"A generated legal-status panel could falsely look like a source document, and one Wenig photo cannot prove non-charging of three people.",Build deterministic editor-native three-name status graphic: NOT CRIMINALLY CHARGED OVER THE CAMPAIGN; no fake document.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B078,"eBay's internal-investigation position also cut the other way: according to reporting on a company presentation, its lawyers said they had found no evidence that Wenig or Wymer directed the criminal acts or knew those acts would follow.",CIVIL_RESPONSIBILITY,SOURCE_NATIVE_EDITORIAL,EBAY_HQ_2018_CC_BY_SA.jpg,EDITOR_ONLY,S021 is reference-only HTML and must not be passed as a page screenshot to the model.,Editor-recreate only the verified internal-investigation position with attribution; HQ photo may be contextual.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B079,"So by late twenty twenty-five, the unresolved question was how far responsibility extended above the people who had carried out the security operation.",CIVIL_RESPONSIBILITY,HYBRID_SOURCE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B080,A jury was getting close to answering that. Then the case appeared to end.,CIVIL_RESPONSIBILITY,HYBRID_SOURCE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B081,"On February twenty-fifth, twenty twenty-six, just before trial, the parties reported a settlement in principle. The terms were not disclosed.",SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_SOURCE_NATIVE,Settlement chronology is source-native/editorial and should not rely on AI-redrawn legal documents.,"Build from verified timeline facts and rights-safe courthouse/company context; source documents remain factual references, not model inputs.",EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B082,The case was conditionally dismissed while they worked to finalize the agreement.,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_SOURCE_NATIVE,Settlement chronology is source-native/editorial and should not rely on AI-redrawn legal documents.,"Build from verified timeline facts and rights-safe courthouse/company context; source documents remain factual references, not model inputs.",EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B083,"After years of criminal cases, a corporate D-P-A, civil discovery and pretrial rulings, it looked like the final chapter. Then the deal failed.",SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_SOURCE_NATIVE,Settlement chronology is source-native/editorial and should not rely on AI-redrawn legal documents.,"Build from verified timeline facts and rights-safe courthouse/company context; source documents remain factual references, not model inputs.",EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B084,"By June, the settlement had not been finalized. The civil case was reopened. A new trial date was set for January twenty twenty-seven.",SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_SOURCE_NATIVE,Settlement chronology is source-native/editorial and should not rely on AI-redrawn legal documents.,"Build from verified timeline facts and rights-safe courthouse/company context; source documents remain factual references, not model inputs.",EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B085,"That put the unresolved civil-responsibility question back on the table. But before a jury could hear the case, the parties reached another deal.",SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_SOURCE_NATIVE,Settlement chronology is source-native/editorial and should not rely on AI-redrawn legal documents.,"Build from verified timeline facts and rights-safe courthouse/company context; source documents remain factual references, not model inputs.",EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B086,"This one became the final settlement. And this time, the numbers were public.",SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,EDITOR_SOURCE_NATIVE,Settlement chronology is source-native/editorial and should not rely on AI-redrawn legal documents.,"Build from verified timeline facts and rights-safe courthouse/company context; source documents remain factual references, not model inputs.",EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B087,The final agreement was announced in late July twenty twenty-six.,SETTLEMENT_TIMELINE,SOURCE_NATIVE_EDITORIAL,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,EDITOR_SOURCE_NATIVE,Settlement chronology is source-native/editorial and should not rely on AI-redrawn legal documents.,"Build from verified timeline facts and rights-safe courthouse/company context; source documents remain factual references, not model inputs.",EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B088,The total announced settlement package was fifty-five-point-seven million dollars.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B089,But that number has to be broken apart. It was not a fifty-five-point-seven-million-dollar judgment.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B090,And it was not a fifty-five-point-seven-million-dollar payment made only by eBay.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B091,"According to the announced terms, forty-eight-point-seven million dollars was compensation to the Steiners.",MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B092,Another seven million dollars consisted of charitable commitments.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B093,"Of the direct compensation, eBay's announced share was forty-six-point-one-five million dollars.",MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B094,Devin Wenig's was two million.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B095,Wendy Jones's was five hundred thousand. Steve Wymer's was fifty thousand.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B096,"Separately, eBay committed six million dollars to nonprofit organizations, and Wenig committed one million dollars to a First Amendment-focused charity in Ina Steiner's name.",MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B097,That is how the total reached fifty-five-point-seven million.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B098,And that number should not be combined with eBay's separate three-million-dollar criminal penalty and presented as a fifty-eight-point-seven-million-dollar award.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B099,There was no such award.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B100,These were separate legal resolutions with different purposes. One was a federal criminal resolution involving the company. The other was the final civil settlement package.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B101,The cost did not arrive in one courtroom on one day. It accumulated over years.,MONEY_BREAKDOWN,EDITOR_GFX_SOURCE_BACKED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EDITOR_GFX_LOCK,"R4 locks the money section as deterministic source-backed GFX, not AI money posters.",Editor-build exact verified amounts/legal distinctions from S014/S017/S018 and DPA sources where applicable; no Higgsfield job.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B102,"In its July twenty twenty-six statement, eBay apologized to Ina and David Steiner. The company called the conduct of the former employees wrong and reprehensible.",SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,EBAY_HQ_2018_CC_BY_SA.jpg,EDITOR_ONLY,S013 eBay statement is reference-only copyrighted first-party material.,Editor-recreate verified apology wording with attribution; do not attach/recreate webpage through AI.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B103,"It also acknowledged what it described as unprofessional communications involving Wenig, Wymer and Jones.",SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,EBAY_HQ_2018_CC_BY_SA.jpg,EDITOR_ONLY,S013 eBay statement is reference-only copyrighted first-party material.,Editor-recreate verified 'unprofessional communications' wording with attribution; do not attach/recreate webpage through AI.,EDITOR_ONLY_NO_MODEL_JOB,NO_STYLE_REF_NEEDED,BOTTOM_22_PERCENT_QUIET
B104,But the settlement meant there would be no jury verdict deciding the surviving civil-liability questions against those former executives.,SYNTHESIS_AND_PAYOFF,HYBRID_SOURCE_EDITORIAL,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,PASS,,Current factual source package belongs to the locked narration line.,PREP_REQUIRED_BEFORE_MODEL,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
B105,So the ending is not that a court answered every question. It did not. What the public record does show is enough. A small publication criticized a global marketplace.,SYNTHESIS_AND_PAYOFF,SOURCE_STYLED_GENERATION,NATICK_CENTER_2020_CC_BY_SA.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,PASS,,Current factual source package belongs to the locked narration line.,DIRECT_SOURCE_OK,NEW_R6_NEUTRAL_STYLE_REF_ONLY__OLD_R5_IDS_FORBIDDEN,BOTTOM_22_PERCENT_QUIET
