asset_id,type,source_id,generator_or_origin,version,status,storage_uri,rights_or_usage_note
B074,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192420_f826a032-bfbf-4726-9c17-e853aadbd721.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B075,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192421_ca9d11f8-29a6-4b31-9fd9-000242739645.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B076,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192424_9e44a2af-4b99-4857-beaa-072bf1540593.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B077,EDITOR_BUILD,LIVE_DEVIN_WENIG_COMMONS.jpg,15A deterministic source editor,15A,FINAL_LOCKED,12B_SOURCE_ASSETS/LIVE_DEVIN_WENIG_COMMONS.jpg,JenniferKL / Wikimedia Commons; CC BY-SA 4.0; attribution + license link + change notice required; cropped/graded.
B078,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193515_bdf5b5ca-fec5-4bbb-9449-9d8ed70dac8b.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B079,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192425_ef4e29b8-8f5e-40f0-9bfc-e65c5fb7ec3b.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B080,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192425_06200896-82f1-4795-9295-3aea0c12e766.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B081,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193514_71bc39f8-4179-4503-87ba-18212ff29f53.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B082,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193514_7034fc14-ffc7-4edf-872b-018bfee5d5a8.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B083,EDITOR_NATIVE_GFX,G14-009,Stage14 editor-native GFX,G14-009,FINAL_LOCKED,GFX archive media 4eb621b3-decd-427f-8730-580d55779b91,Editor-native graphics; factual/legal text bound to project claims/source ledgers.
B084,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193514_a55ade94-0aa5-4942-a781-4885a27a282f.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B085,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193518_0889319f-3174-4fbb-80f0-5b4fc3c65cb3.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B086,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193519_eed2e911-1c33-4526-be31-41ad3b159cb0.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B087,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193519_14ed844d-d962-4ce5-ad30-534009002be9.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B088,EDITOR_NATIVE_GFX,G14-010,Stage14 editor-native GFX,G14-010,FINAL_LOCKED,GFX archive media 4eb621b3-decd-427f-8730-580d55779b91,Editor-native graphics; factual/legal text bound to project claims/source ledgers.
B089,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193518_6022bad0-2144-40d7-bb7c-a9ced6b337a4.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B090,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193519_bfd78b39-dbfe-4dc0-ad90-a16634950462.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B091,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193523_1b199185-481e-44a2-b8a8-23dc3a73ff73.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B092,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193524_b37d8a6c-7c58-47fd-bbcc-9c365dd2d1d3.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B093,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193525_9589af67-a89d-446f-91a1-f7b6591ab877.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B094,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193523_447e2270-a3d2-4bec-ace6-f347e3c9a05c.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B095,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193524_104b88e4-8487-4266-b0c1-1cbabe65f637.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B096,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193524_6da9923f-126d-498e-9e5b-d16ae54a3a39.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B097,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193530_c4b0d8b6-413d-476b-a779-894c3dd878fb.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B098,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193529_b1b892fd-7299-45e0-924c-2e355a2054bb.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B099,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193529_04bfb9b8-9c97-45be-9a73-f6f170cb4253.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B100,EDITOR_NATIVE_GFX,G14-011,Stage14 editor-native GFX,G14-011,FINAL_LOCKED,GFX archive media 4eb621b3-decd-427f-8730-580d55779b91,Editor-native graphics; factual/legal text bound to project claims/source ledgers.
B101,AI_GENERATED_OPENAI,Stage12F production prompt/source plan,OpenAI image generation final override,B101_FINAL_OVERRIDE,FINAL_LOCKED,https://d2ol7oe51mr4n9.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/20f94d5e-d9a5-4af0-989d-7d2ec28e1244.jpg,OpenAI output; user owns Output to extent permitted by law; source/input rights remain user's responsibility.
B102,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193532_49ea8ad2-28f3-4c7a-8ff9-52f3a23e141d.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B103,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_193536_b1c45bd4-535f-45c1-8c80-1a0e3e13415b.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B104,EDITOR_BUILD,DC010_SUMMARY_JUDGMENT_ORDER.png,15A deterministic source editor,15A,FINAL_LOCKED,12B_SOURCE_ASSETS/DC010_SUMMARY_JUDGMENT_ORDER.png,Judge-authored federal court order crop via GovInfo; government-work/public-document treatment with third-party-material caveat.
B105,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192426_b1279c1a-20d5-4057-84e3-55c5d6460f9c.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B106,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192425_bdcb4a4f-40dd-4a28-8b67-b2a52824020a.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B107,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192425_61ba5c3d-5c66-4413-b315-7ce819fa8c5d.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B108,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192429_eb44496e-64f0-459c-a51c-068f30ad1c7b.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B109,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192430_a8c16017-1a82-4912-8b1e-f8bc350aebea.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B110,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192429_f7a7fd05-72cc-4993-b440-3b2ac9c46b24.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B111,EDITOR_BUILD,EBAY_HQ_2018_CC_BY_SA.jpg,15A deterministic source editor,15A,FINAL_LOCKED,12B_SOURCE_ASSETS/EBAY_HQ_2018_CC_BY_SA.jpg,Coolcaesar / Wikimedia Commons; CC BY-SA 4.0; attribution + license link + change notice required; cropped/graded.
B112,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192432_09899405-9595-4aba-8d98-c4474d829718.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B113,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192430_020af461-0759-4900-b988-d982a9c35903.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B114,AI_GENERATED_HIGGSFIELD,Stage12F production prompt/source plan,Higgsfield GPT Image 2,R7_FINAL61,FINAL_LOCKED,https://d8j0ntlcm91z4.cloudfront.net/user_3J3zfwu7kpgllQvPySWoLtXHwdR/hf_20260923_192431_72dfec76-f860-4c5d-b589-b2177361b2d8.png,Higgsfield output; commercial use not restricted by current Higgsfield terms; source/input rights remain user's responsibility.
B115,EDITOR_NATIVE_GFX,G14-012,Stage14 editor-native GFX,G14-012,FINAL_LOCKED,GFX archive media 4eb621b3-decd-427f-8730-580d55779b91,Editor-native graphics; factual/legal text bound to project claims/source ledgers.
