beat_id,section,start,end,production_route,template_id,frame_type,exact_text,source_assets,legal_guardrail,generation_or_build_prompt,status
B022,S03,168.740,179.680,SOURCE_NATIVE_EDITORIAL,T03,document,NO DIRECT COMMUNICATION WITH BAUGH,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B022, synchronized to narration: ""The later court record says Jim Baugh — the head of eBay security — testified that Wenig never communicated directly with him about the Steiners. Wenig's relevant communications went through Wymer."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC008_WENIG_NO_DIRECT_BAUGH.png; LIVE_DEVIN_WENIG_COMMONS.jpg. Exact on-image text: ""NO DIRECT COMMUNICATION WITH BAUGH"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B023,S03,180.260,189.800,SOURCE_STYLED_GENERATION,T03,document,“WHATEVER IT TAKES.”,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;OFFICE_INTERIOR_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B023, synchronized to narration: ""Still, inside the organization, the language was escalating. Wymer's messages to Baugh became increasingly ag gressive, including the phrase “Whatever it takes.”"". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: S009_D711_SUMMARY_JUDGMENT_ORDER.pdf; OFFICE_INTERIOR_CC0.jpg. Exact on-image text: ""“WHATEVER IT TAKES.”"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T03.",R4_READY
B024,S03,190.560,194.220,SOURCE_STYLED_GENERATION,T02,dossier,THE ISSUE MOVED TOWARD SECURITY,OFFICE_INTERIOR_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B024, synchronized to narration: ""Another executive relationship was pulling the issue toward security too."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: OFFICE_INTERIOR_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""THE ISSUE MOVED TOWARD SECURITY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T02.",R4_READY
B025,S03,194.950,204.200,SOURCE_NATIVE_EDITORIAL,T03,document,“OFF THE RADAR.”,DC002_OFF_THE_RADAR.png,,"Create/deliver one finished 16:9 WHAT IT COST production still for B025, synchronized to narration: ""Wendy Jones — Baugh's direct supervisor — told him, according to the court record, to handle the issue “off the radar” and said she did not want details."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC002_OFF_THE_RADAR.png. Exact on-image text: ""“OFF THE RADAR.”"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_NATIVE_EDITORIAL. Build the final image directly from the authentic source crop/photo pixels: crop, mask, highlight, frame, texture and grade them, but do not ask an image model to redraw or rewrite source text. Preserve legible source wording exactly. The source crop and exact headline must be present in the finished still. Template T03.",R4_READY
B026,S03,205.240,216.120,HYBRID_SOURCE_EDITORIAL,T02,dossier,LEGAL LIMITATION,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;OFFICE_INTERIOR_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B026, synchronized to narration: ""That is not the same as a finding that Jones knew what the security team would later do. But by this point, criticism from two publishers was no longer being discussed only as a communications problem."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: S009_D711_SUMMARY_JUDGMENT_ORDER.pdf; OFFICE_INTERIOR_CC0.jpg. Exact on-image text: ""LEGAL LIMITATION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T02.",R4_READY
B027,S03,216.740,218.300,SOURCE_STYLED_GENERATION,T01,evidence,INTO THE SECURITY CHAIN,OFFICE_INTERIOR_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B027, synchronized to narration: ""It had entered the security chain."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: OFFICE_INTERIOR_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg. Exact on-image text: ""INTO THE SECURITY CHAIN"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B028,S04,219.200,226.140,SOURCE_STYLED_GENERATION,T02,dossier,MASSACHUSETTS — BEFORE AUGUST 2019,NATICK_CENTER_2020_CC_BY_SA.jpg;MASSACHUSETTS_FENCE_CC0.jpg;DC005_FIDOMASTER_JUNE8.png,,"Create/deliver one finished 16:9 WHAT IT COST production still for B028, synchronized to narration: ""Before the most notorious phase of the campaign, members of Baugh's security operation had already traveled to Massachusetts."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: NATICK_CENTER_2020_CC_BY_SA.jpg; MASSACHUSETTS_FENCE_CC0.jpg; DC005_FIDOMASTER_JUNE8.png. Exact on-image text: ""MASSACHUSETTS — BEFORE AUGUST 2019"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T02.",R4_READY
B029,S04,227.160,241.820,SOURCE_STYLED_GENERATION,T01,evidence,FIDOMASTER,DC005_FIDOMASTER_JUNE8.png;MASSACHUSETTS_FENCE_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B029, synchronized to narration: ""During an early trip, security employee Brian Gilbert surveilled the Steiners and spray-painted “FidoMaster” on their fence — a username used by a commenter on EcommerceBytes whom the security team believed was connected to the Steiners."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC005_FIDOMASTER_JUNE8.png; MASSACHUSETTS_FENCE_CC0.jpg. Exact on-image text: ""FIDOMASTER"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B030,S04,242.560,252.480,SOURCE_STYLED_GENERATION,T02,dossier,“A TAP ON THE SHOULDER.”,DC005_FIDOMASTER_JUNE8.png;MASSACHUSETTS_FENCE_CC0.jpg;OFFICE_INTERIOR_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B030, synchronized to narration: ""Baugh later described the trip to Wymer as a “tap on the shoulder.” That moment matters because it shows how the problem was being translated inside the company."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC005_FIDOMASTER_JUNE8.png; MASSACHUSETTS_FENCE_CC0.jpg; OFFICE_INTERIOR_CC0.jpg. Exact on-image text: ""“A TAP ON THE SHOULDER.”"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T02.",R4_READY
B031,S04,253.440,262.820,SOURCE_STYLED_GENERATION,T03,document,ANGER → MESSAGES → ACTION,DC001_CRUSH_THIS_LADY.png;DC003_TAKE_HER_DOWN.png;DC005_FIDOMASTER_JUNE8.png,,"Create/deliver one finished 16:9 WHAT IT COST production still for B031, synchronized to narration: ""At the top, there was anger about criticism. In the middle, increasingly forceful messages. At the security level, those messages were becoming action."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC001_CRUSH_THIS_LADY.png; DC003_TAKE_HER_DOWN.png; DC005_FIDOMASTER_JUNE8.png. Exact on-image text: ""ANGER → MESSAGES → ACTION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T03.",R4_READY
B032,S04,263.740,273.040,SOURCE_STYLED_GENERATION,T02,dossier,"AUGUST 6, 2019 — OPERATION PLANNING",S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;OFFICE_INTERIOR_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B032, synchronized to narration: ""Then the process became more organized. On August sixth, Baugh held meetings with security-team members to plan an operation against the Steiners."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: S009_D711_SUMMARY_JUDGMENT_ORDER.pdf; OFFICE_INTERIOR_CC0.jpg. Exact on-image text: ""AUGUST 6, 2019 — OPERATION PLANNING"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T02.",R4_READY
B033,S04,273.860,283.080,SOURCE_STYLED_GENERATION,T02,dossier,THE OPERATION ACCELERATED,PARCEL_CC0.webp;DC022_THREATENING_MESSAGES.png;OFFICE_INTERIOR_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B033, synchronized to narration: ""The plan included unwanted deliveries and online harassment. The next day, Baugh met with Wymer. And then the operation accelerated."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: PARCEL_CC0.webp; DC022_THREATENING_MESSAGES.png; OFFICE_INTERIOR_CC0.jpg. Exact on-image text: ""THE OPERATION ACCELERATED"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T02.",R4_READY
B034,S05,284.180,293.200,SOURCE_STYLED_GENERATION,T03,document,THREATENING MESSAGES • LIVE INSECTS • PIG MASK,DC022_THREATENING_MESSAGES.png;DOJ_FBI_PIG_MASK_AND_BOOK.jpg;COCKROACH_CC0.jpg;LARVAE_CC0.jpg,Authentic evidence without horror/gore treatment.,"Create/deliver one finished 16:9 WHAT IT COST production still for B034, synchronized to narration: ""The Steiners began receiving threatening online messages and disturbing deliveries. The admitted record includes live insects and a bloody pig mask."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC022_THREATENING_MESSAGES.png; DOJ_FBI_PIG_MASK_AND_BOOK.jpg; COCKROACH_CC0.jpg; LARVAE_CC0.jpg. Exact on-image text: ""THREATENING MESSAGES • LIVE INSECTS • PIG MASK"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Authentic evidence without horror/gore treatment. ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T03.",R4_READY
B035,S05,294.220,300.920,SOURCE_STYLED_GENERATION,T03,document,CRAIGSLIST POSTS,DC021_CRAIGSLIST_HARASSMENT.png,,"Create/deliver one finished 16:9 WHAT IT COST production still for B035, synchronized to narration: ""There were also Craigslist posts designed to send strangers toward the Steiners and other messages intended to frighten them."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC021_CRAIGSLIST_HARASSMENT.png. Exact on-image text: ""CRAIGSLIST POSTS"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T03.",R4_READY
B036,S05,301.780,308.420,SOURCE_STYLED_GENERATION,T01,evidence,"ORGANIZED, NOT RANDOM",DOJ_FBI_PIG_MASK_AND_BOOK.jpg;PARCEL_CC0.webp;DC022_THREATENING_MESSAGES.png,,"Create/deliver one finished 16:9 WHAT IT COST production still for B036, synchronized to narration: ""The details are bizarre enough to make the story feel almost unreal. But the key point is that this was organized."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DOJ_FBI_PIG_MASK_AND_BOOK.jpg; PARCEL_CC0.webp; DC022_THREATENING_MESSAGES.png. Exact on-image text: ""ORGANIZED, NOT RANDOM"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
B037,S05,309.400,318.820,SOURCE_STYLED_GENERATION,T06,timeline,PLANNING • TRAVEL • CORPORATE SECURITY,OFFICE_INTERIOR_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg;PARCEL_CC0.webp,,"Create/deliver one finished 16:9 WHAT IT COST production still for B037, synchronized to narration: ""People were planning activities, traveling, communicating, and using corporate-security personnel and resources around a campaign directed at two private citizens."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: OFFICE_INTERIOR_CC0.jpg; EBAY_HQ_2018_CC_BY_SA.jpg; PARCEL_CC0.webp. Exact on-image text: ""PLANNING • TRAVEL • CORPORATE SECURITY"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T06.",R4_READY
B038,S05,319.880,328.140,SOURCE_STYLED_GENERATION,T02,dossier,"AUGUST 15, 2019",NATICK_CENTER_2020_CC_BY_SA.jpg;GENERIC_GPS_TRACKER_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B038, synchronized to narration: ""Then the line moved again. On August fifteenth, Baugh, David Harville and Veronica Zea traveled to the Steiners' area."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: NATICK_CENTER_2020_CC_BY_SA.jpg; GENERIC_GPS_TRACKER_CC0.jpg. Exact on-image text: ""AUGUST 15, 2019"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T02.",R4_READY
B039,S05,328.940,337.480,SOURCE_STYLED_GENERATION,T03,document,GPS TRACKER ATTEMPT,DC006_DELIVERIES_GPS_ATTEMPT.png;DC007_GPS_GARAGE_ATTEMPT.png;GENERIC_GPS_TRACKER_CC0.jpg,Tracker attempted; installation not established.,"Create/deliver one finished 16:9 WHAT IT COST production still for B039, synchronized to narration: ""According to the federal court record, they attempted to install a G-P-S tracker on the Steiners' vehicle. They also surveilled and followed the couple."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC006_DELIVERIES_GPS_ATTEMPT.png; DC007_GPS_GARAGE_ATTEMPT.png; GENERIC_GPS_TRACKER_CC0.jpg. Exact on-image text: ""GPS TRACKER ATTEMPT"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Tracker attempted; installation not established. ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T03.",R4_READY
B040,S05,338.340,349.320,HYBRID_SOURCE_EDITORIAL,T01,evidence,ATTEMPTED — NOT INSTALLED,DC007_GPS_GARAGE_ATTEMPT.png;GENERIC_GPS_TRACKER_CC0.jpg,Tracker attempted; installation not established.,"Create/deliver one finished 16:9 WHAT IT COST production still for B040, synchronized to narration: ""The tracker was not established as successfully installed. But the attempt changed the nature of the story. This was no longer just anonymous online harassment or disturbing deliveries."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC007_GPS_GARAGE_ATTEMPT.png; GENERIC_GPS_TRACKER_CC0.jpg. Exact on-image text: ""ATTEMPTED — NOT INSTALLED"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions. Tracker attempted; installation not established. ROUTE: HYBRID_SOURCE_EDITORIAL. Compose the authentic source assets into the final branded frame and add only deterministic exact labels/GFX. AI may style background/material atmosphere only if it does not alter source pixels or factual text. Template T01.",R4_READY
B041,S05,350.380,355.800,SOURCE_STYLED_GENERATION,T05,map_location,PHYSICAL SURVEILLANCE,NATICK_CENTER_2020_CC_BY_SA.jpg;GENERIC_GPS_TRACKER_CC0.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B041, synchronized to narration: ""It had become a physical surveillance operation. And the next day, the Steiners went to the police."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: NATICK_CENTER_2020_CC_BY_SA.jpg; GENERIC_GPS_TRACKER_CC0.jpg. Exact on-image text: ""PHYSICAL SURVEILLANCE"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T05.",R4_READY
B042,S06,356.860,366.060,SOURCE_STYLED_GENERATION,T06,timeline,"AUGUST 16, 2019 — POLICE INVESTIGATION",DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B042, synchronized to narration: ""Natick police began investigating on August sixteenth, twenty nineteen. That should have ended the operation. Instead, it created a second problem."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg. Exact on-image text: ""AUGUST 16, 2019 — POLICE INVESTIGATION"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T06.",R4_READY
B043,S06,366.980,374.300,SOURCE_STYLED_GENERATION,T01,evidence,A SECOND PROBLEM,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,,"Create/deliver one finished 16:9 WHAT IT COST production still for B043, synchronized to narration: ""The first was what the security team had done. The second was what members of that team did once investigators started asking questions."". FINAL FRAME MUST ALREADY CONTAIN THE REQUIRED SOURCE MATERIAL — no empty evidence slots and no plan to add sources later. Locked look: premium investigative business documentary; #0B0B0B/#1F1F1F/#3A3A3A, paper white #EDEDED, restrained signal red #D32222, rare muted gold only for money; Bebas-like display, Inter-like support, authentic paper/evidence treatment, strong negative space. Bottom 20% must be visually quiet and free of essential content. Required visible source assets: DC023_OBSTRUCTION_DELETION.png; EBAY_HQ_2018_CC_BY_SA.jpg; NATICK_CENTER_2020_CC_BY_SA.jpg. Exact on-image text: ""A SECOND PROBLEM"". Do not invent any other factual names, dates, figures, quotes, source metadata, seals, stamps or legal conclusions.  ROUTE: SOURCE_STYLED_GENERATION. Supply the listed assets to the image model as factual references and require them to remain recognizably present in the final frame. The output itself must be the source-based final still, not a blank plate. Preserve object/photo identity; do not fabricate substitute evidence or people. Template T01.",R4_READY
