beat_id,source_or_reference,prep_mode,output_target,purpose,rule,status
B060,DC015_DPA_CRIMINAL_PENALTY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC015_DPA_CRIMINAL_PENALTY.png,CHARGES FILED • PROSECUTION DEFERRED,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B060,DC016_DPA_COMPLIANCE_MONITOR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC016_DPA_COMPLIANCE_MONITOR.png,CHARGES FILED • PROSECUTION DEFERRED,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B060,DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,CHARGES FILED • PROSECUTION DEFERRED,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B061,DC015_DPA_CRIMINAL_PENALTY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC015_DPA_CRIMINAL_PENALTY.png,CORPORATE CONSEQUENCES,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B061,DC016_DPA_COMPLIANCE_MONITOR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC016_DPA_COMPLIANCE_MONITOR.png,CORPORATE CONSEQUENCES,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B061,DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,CORPORATE CONSEQUENCES,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B062,DC015_DPA_CRIMINAL_PENALTY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC015_DPA_CRIMINAL_PENALTY.png,$3M CRIMINAL PENALTY,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B062,DC016_DPA_COMPLIANCE_MONITOR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC016_DPA_COMPLIANCE_MONITOR.png,$3M CRIMINAL PENALTY,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B062,DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,$3M CRIMINAL PENALTY,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B063,DC015_DPA_CRIMINAL_PENALTY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC015_DPA_CRIMINAL_PENALTY.png,3-YEAR INDEPENDENT MONITOR,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B063,DC016_DPA_COMPLIANCE_MONITOR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC016_DPA_COMPLIANCE_MONITOR.png,3-YEAR INDEPENDENT MONITOR,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B063,DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,3-YEAR INDEPENDENT MONITOR,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B064,DC015_DPA_CRIMINAL_PENALTY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC015_DPA_CRIMINAL_PENALTY.png,EBAY — FEDERAL CRIMINAL RESOLUTION,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B064,DC016_DPA_COMPLIANCE_MONITOR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC016_DPA_COMPLIANCE_MONITOR.png,EBAY — FEDERAL CRIMINAL RESOLUTION,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B064,DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,EBAY — FEDERAL CRIMINAL RESOLUTION,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B067,DC018_CIVIL_COMPLAINT_COVER.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B067_DC018_CIVIL_COMPLAINT_COVER.png,JULY 2021 — CIVIL CASE FILED,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B068,DC010_SUMMARY_JUDGMENT_ORDER.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B068_DC010_SUMMARY_JUDGMENT_ORDER.png,2025 — SUMMARY JUDGMENT,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B069,DC010_SUMMARY_JUDGMENT_ORDER.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B069_DC010_SUMMARY_JUDGMENT_ORDER.png,SURVIVING CLAIM ≠ LIABILITY,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B070,DC010_SUMMARY_JUDGMENT_ORDER.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B070_DC010_SUMMARY_JUDGMENT_ORDER.png,PFC WON SUMMARY JUDGMENT,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B071,DC010_SUMMARY_JUDGMENT_ORDER.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B071_DC010_SUMMARY_JUDGMENT_ORDER.png,CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B072,DC008_WENIG_NO_DIRECT_BAUGH.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B072_DC008_WENIG_NO_DIRECT_BAUGH.png,NO DIRECT BAUGH COMMUNICATION,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B073,DC008_WENIG_NO_DIRECT_BAUGH.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B073_DC008_WENIG_NO_DIRECT_BAUGH.png,JURY QUESTION — NOT FINAL LIABILITY,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B074,DC008_WENIG_NO_DIRECT_BAUGH.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B074_DC008_WENIG_NO_DIRECT_BAUGH.png,WENIG DISPUTED THAT INTERPRETATION,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B075,DC009_WYMER_REASONABLE_JUROR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B075_DC009_WYMER_REASONABLE_JUROR.png,A REASONABLE JURY COULD FIND…,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B076,DC009_WYMER_REASONABLE_JUROR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B076_DC009_WYMER_REASONABLE_JUROR.png,NOT A FINAL FINDING,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B077,S004/S013/S024/S025/S026,EDITOR_STATUS_GRAPHIC,EDITOR_ONLY,Three-name non-charging status; no fake legal document.,Verified wording/source meaning only; never fabricate source text or legal-document appearance.,EDITOR_ONLY_NO_MODEL_INPUT
B077,S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B077,S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B078,S021,EDITOR_RECREATE_FROM_REFERENCE,EDITOR_ONLY,Verified eBay internal-investigation position with attribution.,Verified wording/source meaning only; never fabricate source text or legal-document appearance.,EDITOR_ONLY_NO_MODEL_INPUT
B078,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B086,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B087,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B088,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B089,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B090,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B091,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B092,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B093,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B094,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B095,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B096,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B097,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B098,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B099,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B100,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B101,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B102,S013,EDITOR_RECREATE_FROM_REFERENCE,EDITOR_ONLY,Verified apology wording with attribution.,Verified wording/source meaning only; never fabricate source text or legal-document appearance.,EDITOR_ONLY_NO_MODEL_INPUT
B102,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B103,S013,EDITOR_RECREATE_FROM_REFERENCE,EDITOR_ONLY,Verified unprofessional-communications wording with attribution.,Verified wording/source meaning only; never fabricate source text or legal-document appearance.,EDITOR_ONLY_NO_MODEL_INPUT
B103,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B104,DC010_SUMMARY_JUDGMENT_ORDER.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B104_DC010_SUMMARY_JUDGMENT_ORDER.png,NO JURY VERDICT ON SURVIVING CLAIMS,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B106,DC001_CRUSH_THIS_LADY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC001_CRUSH_THIS_LADY.png,CRITICISM → CORPORATE SECURITY,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B106,DC003_TAKE_HER_DOWN.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B106_DC003_TAKE_HER_DOWN.png,CRITICISM → CORPORATE SECURITY,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B107,DC023_OBSTRUCTION_DELETION.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B107_DC023_OBSTRUCTION_DELETION.png,HARASSMENT • SURVEILLANCE • OBSTRUCTION,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B108,DC011_SEVEN_GUILTY_DOJ.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B108_DC011_SEVEN_GUILTY_DOJ.png,SEVEN GUILTY PLEAS,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B109,DC015_DPA_CRIMINAL_PENALTY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC015_DPA_CRIMINAL_PENALTY.png,$3M PENALTY • INDEPENDENT MONITOR,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B109,DC016_DPA_COMPLIANCE_MONITOR.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B109_DC016_DPA_COMPLIANCE_MONITOR.png,$3M PENALTY • INDEPENDENT MONITOR,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B110,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B111,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
B112,DC011_SEVEN_GUILTY_DOJ.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC011_SEVEN_GUILTY_DOJ.png,PERSONAL + CORPORATE LEGAL COSTS,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B112,DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png,PERSONAL + CORPORATE LEGAL COSTS,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B112,DC015_DPA_CRIMINAL_PENALTY.png,TIGHT_AUTHENTIC_EXCERPT_CROP,12B_SOURCE_ASSETS/R6_PREP/R6P_B112_DC015_DPA_CRIMINAL_PENALTY.png,PERSONAL + CORPORATE LEGAL COSTS,Exact short passage/evidence only; remove surrounding body text; preserve authentic pixels; no AI redraw.,SPEC_READY_NOT_RENDERED
B113,S020_D986_STIPULATION_DISMISSAL.pdf,RAW_DOC_DO_NOT_ATTACH,,Source-of-truth support only,Never attach raw PDF/HTML to Higgsfield. Use authentic tight crop or editor-native verified strip according to rights.,LOCKED_NO_RAW_MODEL_INPUT
