beat_id,section,factual_source_ids,physical_assets,primary_asset,production_route,source_role,source_integrity_rule,all_physical_assets_exist,missing_assets
B068,S09,S009,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B069,S09,S009,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B070,S09,S009,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B071,S09,S009,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B072,S09,S009,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B073,S09,S009,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B074,S09,S009;S019,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B075,S09,S009,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC009_WYMER_REASONABLE_JUROR.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B076,S09,S009,DC009_WYMER_REASONABLE_JUROR.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC009_WYMER_REASONABLE_JUROR.png,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B077,S09,S009;S004,LIVE_DEVIN_WENIG_COMMONS.jpg;S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,LIVE_DEVIN_WENIG_COMMONS.jpg,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B078,S09,S019,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B079,S09,S009,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B080,S09,S009,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B081,S10,S015;S019,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B082,S10,S015;S019,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B083,S10,S015;S016,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B084,S10,S016,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B085,S10,S016;S014;S017,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B086,S10,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B087,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,SOURCE_NATIVE_EDITORIAL,AUTHENTIC_SOURCE_IS_FINAL_FRAME_CORE,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B088,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B089,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B090,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B091,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B092,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B093,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B094,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B095,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B096,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B097,S11,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B098,S11,S001;S002;S014;S017,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B099,S11,S001;S002;S014;S017,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B100,S11,S001;S002;S014;S017,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B101,S11,S001;S014;S017,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,VISIBLE_SOURCE_ANCHOR_PLUS_DETERMINISTIC_GFX,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B102,S12,S013,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,SOURCE_STYLED_GENERATION,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B103,S12,S013,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,SOURCE_STYLED_GENERATION,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B104,S12,S009;S014,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,DC010_SUMMARY_JUDGMENT_ORDER.png,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B105,S12,S009;S014,NATICK_CENTER_2020_CC_BY_SA.jpg;EBAY_HQ_2018_CC_BY_SA.jpg,NATICK_CENTER_2020_CC_BY_SA.jpg,SOURCE_STYLED_GENERATION,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B106,S12,S009;S013,DC001_CRUSH_THIS_LADY.png;DC003_TAKE_HER_DOWN.png;EBAY_HQ_2018_CC_BY_SA.jpg,DC001_CRUSH_THIS_LADY.png,SOURCE_STYLED_GENERATION,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B107,S12,S001;S002;S009,DOJ_FBI_PIG_MASK_AND_BOOK.jpg;GENERIC_GPS_TRACKER_CC0.jpg;DC023_OBSTRUCTION_DELETION.png,DOJ_FBI_PIG_MASK_AND_BOOK.jpg,SOURCE_STYLED_GENERATION,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B108,S12,S004,DC011_SEVEN_GUILTY_DOJ.png,DC011_SEVEN_GUILTY_DOJ.png,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B109,S12,S001;S002;S012,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;EBAY_HQ_2018_CC_BY_SA.jpg,DC015_DPA_CRIMINAL_PENALTY.png,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B110,S12,S015;S016;S014,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;S020_D986_STIPULATION_DISMISSAL.pdf,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B111,S12,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B112,S12,S004;S005;S001;S002,DC011_SEVEN_GUILTY_DOJ.png;DC012_BAUGH_HARVILLE_SENTENCES_DOJ.png;DC015_DPA_CRIMINAL_PENALTY.png,DC011_SEVEN_GUILTY_DOJ.png,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B113,S12,S014;S017;S018,S020_D986_STIPULATION_DISMISSAL.pdf;EBAY_HQ_2018_CC_BY_SA.jpg,S020_D986_STIPULATION_DISMISSAL.pdf,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B114,S12,S009;S013,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
B115,S12,S009;S013,EBAY_HQ_2018_CC_BY_SA.jpg,EBAY_HQ_2018_CC_BY_SA.jpg,HYBRID_SOURCE_EDITORIAL,ALL_LISTED_SOURCES_VISIBLE_OR_SEMANTIC_IN_FINAL_FRAME,No separate later material pass. Source package is bound before generation/build; authentic text/doc pixels must not be AI-redrawn.,YES,
