beat_id,section,start,end,spoken_text,narrative_job,viewer_takeaway,audit_status,changes,old_primary_asset,new_primary_asset,production_route,template_id,frame_type,exact_text,legal_guardrail,source_missing,audit_note
B056,S08,484.200,495.500,"The counts included interstate stalking, stalking through electronic communications, witness tampering, and destruction or falsification of records connected to a federal investigation.",CORPORATE_CRIMINAL_RESOLUTION,STALKING • WITNESS TAMPERING • RECORDS,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC015_DPA_CRIMINAL_PENALTY.png,S003_EBAY_CRIMINAL_INFORMATION.pdf,SOURCE_NATIVE_EDITORIAL,T01,evidence,STALKING • WITNESS TAMPERING • RECORDS,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B057,S08,496.900,499.300,But eBay was not convicted on those charges.,CORPORATE_CRIMINAL_RESOLUTION,DPA ≠ CONVICTION,REDIRECT,SOURCE_CHANGE,DC015_DPA_CRIMINAL_PENALTY.png,DC015_DPA_CRIMINAL_PENALTY.png,SOURCE_NATIVE_EDITORIAL,T03,document,DPA ≠ CONVICTION,DPA is not a conviction.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B058,S08,500.300,503.880,"Instead, the company entered a deferred prosecution agreement.",CORPORATE_CRIMINAL_RESOLUTION,DEFERRED PROSECUTION AGREEMENT,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT,DC015_DPA_CRIMINAL_PENALTY.png,DC015_DPA_CRIMINAL_PENALTY.png,SOURCE_NATIVE_EDITORIAL,T01,evidence,DEFERRED PROSECUTION AGREEMENT,DPA is not a conviction.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B059,S08,505.020,508.380,A deferred prosecution agreement works differently from a conviction.,CORPORATE_CRIMINAL_RESOLUTION,DPA ≠ CONVICTION,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,DC015_DPA_CRIMINAL_PENALTY.png,DC015_DPA_CRIMINAL_PENALTY.png,SOURCE_NATIVE_EDITORIAL,T03,document,DPA ≠ CONVICTION,DPA is not a conviction.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B060,S08,509.420,524.080,"The government files charges, but prosecution is held back while the company complies with negotiated conditions. If the agreement is completed successfully, the criminal case is intended to end without a trial on those corporate charges.",CORPORATE_CRIMINAL_RESOLUTION,CHARGES FILED • PROSECUTION DEFERRED,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC015_DPA_CRIMINAL_PENALTY.png,DC015_DPA_CRIMINAL_PENALTY.png,SOURCE_NATIVE_EDITORIAL,T01,evidence,CHARGES FILED • PROSECUTION DEFERRED,DPA is not a conviction.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B061,S08,525.140,528.120,"For eBay, the agreement came with real consequences.",CORPORATE_CRIMINAL_RESOLUTION,CORPORATE CONSEQUENCES,REDIRECT,SOURCE_CHANGE;ROUTE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC015_DPA_CRIMINAL_PENALTY.png,DC015_DPA_CRIMINAL_PENALTY.png,HYBRID_SOURCE_EDITORIAL,T01,evidence,CORPORATE CONSEQUENCES,DPA is not a conviction.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B062,S08,529.300,536.780,The company admitted a detailed factual account of the conduct. It agreed to pay a three-million-dollar criminal penalty.,CORPORATE_CRIMINAL_RESOLUTION,$3M CRIMINAL PENALTY,REDIRECT,SOURCE_CHANGE,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf,DC015_DPA_CRIMINAL_PENALTY.png,SOURCE_NATIVE_EDITORIAL,T04,money,$3M CRIMINAL PENALTY,DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B063,S08,537.600,544.240,"And it accepted an independent compliance monitor for three years, along with cooperation and compliance obligations.",CORPORATE_CRIMINAL_RESOLUTION,3-YEAR INDEPENDENT MONITOR,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC015_DPA_CRIMINAL_PENALTY.png,DC015_DPA_CRIMINAL_PENALTY.png,SOURCE_NATIVE_EDITORIAL,T01,evidence,3-YEAR INDEPENDENT MONITOR,DPA is not a conviction.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B064,S08,545.640,555.980,"At that point, the legal consequences no longer belonged only to individuals. eBay itself had entered a federal criminal resolution tied to the conduct.",CORPORATE_CRIMINAL_RESOLUTION,EBAY — FEDERAL CRIMINAL RESOLUTION,REDIRECT,SOURCE_CHANGE;ROUTE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC015_DPA_CRIMINAL_PENALTY.png,DC015_DPA_CRIMINAL_PENALTY.png,HYBRID_SOURCE_EDITORIAL,T01,evidence,EBAY — FEDERAL CRIMINAL RESOLUTION,DPA is not a conviction.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B065,S08,556.820,565.860,But one major question was still unresolved. How far up the organization could civil responsibility for the campaign extend?,CORPORATE_CRIMINAL_RESOLUTION,HOW FAR UP DID RESPONSIBILITY GO?,REDIRECT,SOURCE_CHANGE;ROUTE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf,EBAY_HQ_2018_CC_BY_SA.jpg,HYBRID_SOURCE_EDITORIAL,T01,evidence,HOW FAR UP DID RESPONSIBILITY GO?,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B066,S08,566.960,569.300,That question was moving toward a jury.,CORPORATE_CRIMINAL_RESOLUTION,TOWARD A JURY,REDIRECT,SOURCE_CHANGE;ROUTE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,HYBRID_SOURCE_EDITORIAL,T03,document,TOWARD A JURY,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B067,S09,570.640,574.500,The Steiners filed their federal civil case in July twenty twenty-one.,CIVIL_RESPONSIBILITY,JULY 2021 — CIVIL CASE FILED,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT,DC018_CIVIL_COMPLAINT_COVER.png,DC018_CIVIL_COMPLAINT_COVER.png,SOURCE_NATIVE_EDITORIAL,T06,timeline,JULY 2021 — CIVIL CASE FILED,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B068,S09,575.640,580.400,"Four years later, Judge Patti Saris issued a major summary-judgment order.",CIVIL_RESPONSIBILITY,2025 — SUMMARY JUDGMENT,REDIRECT,SOURCE_CHANGE,DC018_CIVIL_COMPLAINT_COVER.png,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,T03,document,2025 — SUMMARY JUDGMENT,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B069,S09,581.040,593.080,"At this stage, the key distinction is simple: allowing a claim to continue does not mean a defendant has been found liable. It means the issue can still be decided by a jury.",CIVIL_RESPONSIBILITY,SURVIVING CLAIM ≠ LIABILITY,REDIRECT,SOURCE_CHANGE,DC018_CIVIL_COMPLAINT_COVER.png,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,T03,document,SURVIVING CLAIM ≠ LIABILITY,Surviving civil claim / jury question is not final liability.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B070,S09,593.800,603.440,And the court treated different defendants differently. A security contractor named P-F-C won summary judgment on the claims against it.,CIVIL_RESPONSIBILITY,PFC WON SUMMARY JUDGMENT,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC018_CIVIL_COMPLAINT_COVER.png,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,T01,evidence,PFC WON SUMMARY JUDGMENT,Surviving civil claim / jury question is not final liability.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B071,S09,604.100,608.760,But significant claims involving eBay and former executives survived.,CIVIL_RESPONSIBILITY,CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,DC018_CIVIL_COMPLAINT_COVER.png,DC010_SUMMARY_JUDGMENT_ORDER.png,SOURCE_NATIVE_EDITORIAL,T02,dossier,CLAIMS AGAINST EBAY / EXECUTIVES SURVIVED,Surviving civil claim / jury question is not final liability.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B072,S09,609.660,619.440,"For Devin Wenig, the record included an important limitation: Baugh testified that Wenig had not communicated with him directly about the Steiners.",CIVIL_RESPONSIBILITY,NO DIRECT BAUGH COMMUNICATION,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,LIVE_DEVIN_WENIG_COMMONS.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png,SOURCE_NATIVE_EDITORIAL,T02,dossier,NO DIRECT BAUGH COMMUNICATION,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B073,S09,620.240,633.060,"At the same time, the judge held that, viewing the evidence in the Steiners' favor as required at that stage, a jury could potentially find Wenig's encouragement was a substantial factor in what followed.",CIVIL_RESPONSIBILITY,JURY QUESTION — NOT FINAL LIABILITY,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,LIVE_DEVIN_WENIG_COMMONS.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png,SOURCE_NATIVE_EDITORIAL,T03,document,JURY QUESTION — NOT FINAL LIABILITY,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B074,S09,634.080,650.940,"Wenig disputed that interpretation. His lawyers said he had no knowledge of or involvement in the harassment campaign, did not approve or authorize it, and argued that his messages concerned a public-relations response to the Steiners' reporting.",CIVIL_RESPONSIBILITY,WENIG DISPUTED THAT INTERPRETATION,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT,LIVE_DEVIN_WENIG_COMMONS.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png,SOURCE_NATIVE_EDITORIAL,T03,document,WENIG DISPUTED THAT INTERPRETATION,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B075,S09,652.280,663.820,"For Steve Wymer, the court pointed to a more extensive communication record and held that a reasonable jury could find he had induced, encouraged or authorized tortious conduct.",CIVIL_RESPONSIBILITY,A REASONABLE JURY COULD FIND…,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC009_WYMER_REASONABLE_JUROR.png,DC009_WYMER_REASONABLE_JUROR.png,SOURCE_NATIVE_EDITORIAL,T03,document,A REASONABLE JURY COULD FIND…,Surviving civil claim / jury question is not final liability.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B076,S09,664.560,667.640,"Again, that was not a final finding of liability.",CIVIL_RESPONSIBILITY,NOT A FINAL FINDING,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC009_WYMER_REASONABLE_JUROR.png,DC009_WYMER_REASONABLE_JUROR.png,SOURCE_NATIVE_EDITORIAL,T03,document,NOT A FINAL FINDING,Surviving civil claim / jury question is not final liability.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B077,S09,669.000,674.260,"And Wenig, Wymer and Wendy Jones were not criminally charged over the campaign.",CIVIL_RESPONSIBILITY,NOT CRIMINALLY CHARGED,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,LIVE_DEVIN_WENIG_COMMONS.jpg,LIVE_DEVIN_WENIG_COMMONS.jpg,SOURCE_NATIVE_EDITORIAL,T02,dossier,NOT CRIMINALLY CHARGED,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B078,S09,675.700,691.400,"eBay's internal-investigation position also cut the other way: according to reporting on a company presentation, its lawyers said they had found no evidence that Wenig or Wymer directed the criminal acts or knew those acts would follow.",CIVIL_RESPONSIBILITY,EBAY INTERNAL-INVESTIGATION POSITION,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,SOURCE_NATIVE_EDITORIAL,T02,dossier,EBAY INTERNAL-INVESTIGATION POSITION,Surviving civil claim / jury question is not final liability. Wenig/Wymer/Jones were not criminally charged over the campaign; preserve attributed positions.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B079,S09,692.440,702.280,"So by late twenty twenty-five, the unresolved question was how far responsibility extended above the people who had carried out the security operation.",CIVIL_RESPONSIBILITY,RESPONSIBILITY ABOVE THE OPERATION,REDIRECT,SOURCE_CHANGE;ROUTE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,DC018_CIVIL_COMPLAINT_COVER.png,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,HYBRID_SOURCE_EDITORIAL,T01,evidence,RESPONSIBILITY ABOVE THE OPERATION,Surviving civil claim / jury question is not final liability.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B080,S09,703.640,709.000,A jury was getting close to answering that. Then the case appeared to end.,CIVIL_RESPONSIBILITY,A JURY WAS GETTING CLOSE,REDIRECT,SOURCE_CHANGE;ROUTE_CHANGE,DC018_CIVIL_COMPLAINT_COVER.png,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,HYBRID_SOURCE_EDITORIAL,T03,document,A JURY WAS GETTING CLOSE,Surviving civil claim / jury question is not final liability.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B081,S10,710.380,718.560,"On February twenty-fifth, twenty twenty-six, just before trial, the parties reported a settlement in principle. The terms were not disclosed.",SETTLEMENT_TIMELINE,"FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE",REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,T03,document,"FEB. 25, 2026 — SETTLEMENT IN PRINCIPLE",February 2026 settlement in principle failed; do not depict it as final settlement.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B082,S10,718.560,723.480,The case was conditionally dismissed while they worked to finalize the agreement.,SETTLEMENT_TIMELINE,CONDITIONAL DISMISSAL,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT,S020_D986_STIPULATION_DISMISSAL.pdf,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,T03,document,CONDITIONAL DISMISSAL,February 2026 settlement in principle failed; do not depict it as final settlement.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B083,S10,724.220,733.820,"After years of criminal cases, a corporate D-P-A, civil discovery and pretrial rulings, it looked like the final chapter. Then the deal failed.",SETTLEMENT_TIMELINE,THE DEAL FAILED,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,T06,timeline,THE DEAL FAILED,DPA is not a conviction. February 2026 settlement in principle failed; do not depict it as final settlement.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B084,S10,734.860,743.180,"By June, the settlement had not been finalized. The civil case was reopened. A new trial date was set for January twenty twenty-seven.",SETTLEMENT_TIMELINE,CASE REOPENED • JAN. 2027 TRIAL SET,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,T06,timeline,CASE REOPENED • JAN. 2027 TRIAL SET,February 2026 settlement in principle failed; do not depict it as final settlement.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B085,S10,743.960,752.340,"That put the unresolved civil-responsibility question back on the table. But before a jury could hear the case, the parties reached another deal.",SETTLEMENT_TIMELINE,ANOTHER DEAL,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,SOURCE_NATIVE_EDITORIAL,T03,document,ANOTHER DEAL,February 2026 settlement in principle failed; do not depict it as final settlement.,,"Narration, final-frame content, source binding and route re-aligned in R4."
B086,S10,752.940,757.000,"This one became the final settlement. And this time, the numbers were public.",SETTLEMENT_TIMELINE,FINAL SETTLEMENT • NUMBERS PUBLIC,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,SOURCE_NATIVE_EDITORIAL,T01,evidence,FINAL SETTLEMENT • NUMBERS PUBLIC,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B087,S11,757.980,761.360,The final agreement was announced in late July twenty twenty-six.,SETTLEMENT_TIMELINE,LATE JULY 2026,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,SOURCE_NATIVE_EDITORIAL,T06,timeline,LATE JULY 2026,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B088,S11,762.080,766.940,The total announced settlement package was fifty-five-point-seven million dollars.,MONEY_BREAKDOWN,$55.7 MILLION,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,$55.7 MILLION,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B089,S11,766.940,772.520,But that number has to be broken apart. It was not a fifty-five-point-seven-million-dollar judgment.,MONEY_BREAKDOWN,NOT A $55.7M JUDGMENT,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,NOT A $55.7M JUDGMENT,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B090,S11,773.220,777.680,And it was not a fifty-five-point-seven-million-dollar payment made only by eBay.,MONEY_BREAKDOWN,NOT AN EBAY-ONLY PAYMENT,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,NOT AN EBAY-ONLY PAYMENT,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B091,S11,778.640,784.000,"According to the announced terms, forty-eight-point-seven million dollars was compensation to the Steiners.",MONEY_BREAKDOWN,$48.7M COMPENSATION,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,$48.7M COMPENSATION,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B092,S11,784.680,787.640,Another seven million dollars consisted of charitable commitments.,MONEY_BREAKDOWN,$7M CHARITABLE COMMITMENTS,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,$7M CHARITABLE COMMITMENTS,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B093,S11,788.540,794.660,"Of the direct compensation, eBay's announced share was forty-six-point-one-five million dollars.",MONEY_BREAKDOWN,EBAY — $46.15M,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,EBAY — $46.15M,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B094,S11,794.660,796.180,Devin Wenig's was two million.,MONEY_BREAKDOWN,DEVIN WENIG — $2M,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,DEVIN WENIG — $2M,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B095,S11,797.040,801.260,Wendy Jones's was five hundred thousand. Steve Wymer's was fifty thousand.,MONEY_BREAKDOWN,WENDY JONES — $500K • STEVE WYMER — $50K,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,WENDY JONES — $500K • STEVE WYMER — $50K,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B096,S11,801.740,812.020,"Separately, eBay committed six million dollars to nonprofit organizations, and Wenig committed one million dollars to a First Amendment-focused charity in Ina Steiner's name.",MONEY_BREAKDOWN,EBAY — $6M • WENIG — $1M,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,EBAY — $6M • WENIG — $1M,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B097,S11,812.780,815.940,That is how the total reached fifty-five-point-seven million.,MONEY_BREAKDOWN,$48.7M + $7M = $55.7M,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,$48.7M + $7M = $55.7M,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B098,S11,816.540,825.700,And that number should not be combined with eBay's separate three-million-dollar criminal penalty and presented as a fifty-eight-point-seven-million-dollar award.,MONEY_BREAKDOWN,$3M CRIMINAL PENALTY — SEPARATE,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,$3M CRIMINAL PENALTY — SEPARATE,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B099,S11,826.300,827.520,There was no such award.,MONEY_BREAKDOWN,NO $58.7M AWARD,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,NO $58.7M AWARD,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B100,S11,828.320,838.040,These were separate legal resolutions with different purposes. One was a federal criminal resolution involving the company. The other was the final civil settlement package.,MONEY_BREAKDOWN,TWO SEPARATE LEGAL TRACKS,REDIRECT,SOURCE_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,TWO SEPARATE LEGAL TRACKS,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B101,S11,838.820,843.700,The cost did not arrive in one courtroom on one day. It accumulated over years.,MONEY_BREAKDOWN,COST ACCUMULATED OVER YEARS,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,S020_D986_STIPULATION_DISMISSAL.pdf,S020_D986_STIPULATION_DISMISSAL.pdf,EDITOR_GFX_SOURCE_BACKED,T04,money,COST ACCUMULATED OVER YEARS,"$55.7M is the announced civil settlement package, not a judgment or eBay-only payment.",,"Narration, final-frame content, source binding and route re-aligned in R4."
B102,S12,844.600,854.500,"In its July twenty twenty-six statement, eBay apologized to Ina and David Steiner. The company called the conduct of the former employees wrong and reprehensible.",SYNTHESIS_AND_PAYOFF,EBAY APOLOGIZED,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,SOURCE_STYLED_GENERATION,T06,timeline,EBAY APOLOGIZED,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B103,S12,855.180,861.280,"It also acknowledged what it described as unprofessional communications involving Wenig, Wymer and Jones.",SYNTHESIS_AND_PAYOFF,UNPROFESSIONAL COMMUNICATIONS,REDIRECT,SOURCE_CHANGE;TEXT_CHANGE,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html,SOURCE_STYLED_GENERATION,T02,dossier,UNPROFESSIONAL COMMUNICATIONS,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B104,S12,862.240,869.060,But the settlement meant there would be no jury verdict deciding the surviving civil-liability questions against those former executives.,SYNTHESIS_AND_PAYOFF,NO JURY VERDICT ON SURVIVING CLAIMS,REDIRECT,SOURCE_CHANGE;ROUTE_CHANGE;TEXT_CHANGE,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,DC010_SUMMARY_JUDGMENT_ORDER.png,HYBRID_SOURCE_EDITORIAL,T03,document,NO JURY VERDICT ON SURVIVING CLAIMS,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B105,S12,870.120,880.540,So the ending is not that a court answered every question. It did not. What the public record does show is enough. A small publication criticized a global marketplace.,SYNTHESIS_AND_PAYOFF,PUBLIC RECORD ≠ EVERY QUESTION ANSWERED,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf,NATICK_CENTER_2020_CC_BY_SA.jpg,SOURCE_STYLED_GENERATION,T01,evidence,PUBLIC RECORD ≠ EVERY QUESTION ANSWERED,,,"Narration, final-frame content, source binding and route re-aligned in R4."
B106,S12,881.420,888.700,"Inside eBay, that criticism generated escalating internal hostility. The issue moved into corporate security.",SYNTHESIS_AND_PAYOFF,CRITICISM → CORPORATE SECURITY,REDIRECT,SOURCE_CHANGE;TEMPLATE_REDIRECT;TEXT_CHANGE,EBAY_HQ_2018_CC_BY_SA.jpg,DC001_CRUSH_THIS_LADY.png,SOURCE_STYLED_GENERATION,T01,evidence,CRITICISM → CORPORATE SECURITY,,,"Narration, final-frame content, source binding and route re-aligned in R4."
