beat_id,section,start,end,frame_type,template_id,template_variant,secondary_template_id,primary_live_asset,secondary_live_assets,factual_source_ids,claim_ids,needs_gfx,gfx_ids,subtitle_safe_zone,caption_collision_rule,short_ids,shorts_9x16_strategy,production_note
B044,S06,375.480,384.240,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,DC023_OBSTRUCTION_DELETION.png,NATICK_CENTER_2020_CC_BY_SA.jpg;EBAY_HQ_2018_CC_BY_SA.jpg;S001_DOJ_CASE_PAGE.html,S001;S002;S003,C014,NO,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B045,S06,385.280,394.160,timeline,T06,OPERATION_OR_CASE_TIMELINE,,DC023_OBSTRUCTION_DELETION.png,NATICK_CENTER_2020_CC_BY_SA.jpg;EBAY_HQ_2018_CC_BY_SA.jpg;S001_DOJ_CASE_PAGE.html,S001;S002;S003,C014,YES,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
B046,S06,395.020,410.060,corporate/location,T05,CORPORATE_OR_LOCATION_ESTABLISHING,,NATICK_CENTER_2020_CC_BY_SA.jpg,DC023_OBSTRUCTION_DELETION.png;EBAY_HQ_2018_CC_BY_SA.jpg;S001_DOJ_CASE_PAGE.html,S009;S012,C015,YES,GFX-002,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use real geography/location source. No victim address. Any GPS route is contextual only; attempted tracker must never appear successfully installed.
B047,S06,410.900,415.800,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,DC023_OBSTRUCTION_DELETION.png,NATICK_CENTER_2020_CC_BY_SA.jpg;EBAY_HQ_2018_CC_BY_SA.jpg;S001_DOJ_CASE_PAGE.html,S001;S004,C014,NO,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B048,S07,416.540,422.360,dossier,T07,PARTICIPANTS_ACCOUNTABILITY_BOARD,,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,S004;S005;S006;S007;S008,C016,YES,GFX-005,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B049,S07,423.480,429.180,dossier,T07,PARTICIPANTS_ACCOUNTABILITY_BOARD,T03,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,S004;S005;S006;S007;S008,C016,YES,GFX-005,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B050,S07,430.420,439.600,dossier,T07,SENTENCE_DETAIL,T03,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,S005,C016;C017,YES,GFX-005,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B051,S07,440.920,449.880,dossier,T07,SENTENCE_DETAIL,T03,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,S005;S006;S007;S008;S004,C017,YES,GFX-005,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B052,S07,451.340,460.880,dossier,T07,PARTICIPANTS_ACCOUNTABILITY_BOARD,,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,S004,C016,YES,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B053,S07,462.060,468.780,dossier,T07,PARTICIPANTS_ACCOUNTABILITY_BOARD,T03,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,S004,C016,YES,GFX-005,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B054,S07,469.980,476.000,dossier,T07,PARTICIPANTS_ACCOUNTABILITY_BOARD,,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf,S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,S001;S003,C018,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH05,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use DOJ/court-backed names/statuses/sentences. Do not use unsourced portraits; guilty pleas and sentences must remain person-specific.
B055,S08,477.340,483.160,court-doc,T03,DPA_LEGAL_DOCUMENT,,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S003;S001,C018,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B056,S08,484.200,495.500,court-doc,T03,DPA_LEGAL_DOCUMENT,,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S003,C018,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B057,S08,496.900,499.300,court-doc,T03,DPA_LEGAL_DOCUMENT,,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S002;S001,C019,YES,GFX-006;GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B058,S08,500.300,503.880,court-doc,T03,DPA_LEGAL_DOCUMENT,,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S002;S001,C019,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B059,S08,505.020,508.380,court-doc,T03,DPA_LEGAL_DOCUMENT,,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S002,C019,YES,GFX-006;GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B060,S08,509.420,524.080,court-doc,T03,DPA_LEGAL_DOCUMENT,,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S002,C019,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B061,S08,525.140,528.120,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,T04,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S001;S002,C019,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B062,S08,529.300,536.780,money,T04,PENALTY_OR_COST,,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S001;S002;S012,C019,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,All material numbers are editor-native and source-bound. Keep $3M DPA separate from $55.7M civil package; settlement is not a judgment.
B063,S08,537.600,544.240,court-doc,T03,DPA_LEGAL_DOCUMENT,T04,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S001;S002;S012,C019,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH06,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B064,S08,545.640,555.980,court-doc,T03,DPA_LEGAL_DOCUMENT,T04,DC015_DPA_CRIMINAL_PENALTY.png,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S001;S002;S012,C019,YES,GFX-006,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B065,S08,556.820,565.860,dossier,T02,EXECUTIVE_CHAIN_DOSSIER,,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S009,C021,YES,GFX-007,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B066,S08,566.960,569.300,dossier,T02,EXECUTIVE_CHAIN_DOSSIER,,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,S009,C021,YES,GFX-007,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B067,S09,570.640,574.500,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,S010;S011,C020,YES,GFX-002,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B068,S09,575.640,580.400,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,S009,C021,NO,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B069,S09,581.040,593.080,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,S009,C021,YES,GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B070,S09,593.800,603.440,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,S009,C025,YES,GFX-007,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B071,S09,604.100,608.760,dossier,T02,EXECUTIVE_LEGAL_STATUS,,DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,S009,C021,YES,GFX-007,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,SH07,ALT_9x16_LAYOUT_FROM_SAME_ASSETS_KEEP_BOTTOM_22_PERCENT_CLEAR,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B072,S09,609.660,619.440,dossier,T02,EXECUTIVE_LEGAL_STATUS,T03,LIVE_DEVIN_WENIG_COMMONS.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_CONFERENCE_COMMONS.jpg;S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,S009,C022,YES,GFX-007,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B073,S09,620.240,633.060,dossier,T02,EXECUTIVE_LEGAL_STATUS,T03,LIVE_DEVIN_WENIG_COMMONS.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_CONFERENCE_COMMONS.jpg;S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,S009,C023,YES,GFX-007;GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B074,S09,634.080,650.940,dossier,T02,EXECUTIVE_LEGAL_STATUS,T03,LIVE_DEVIN_WENIG_COMMONS.jpg,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_CONFERENCE_COMMONS.jpg;S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,S009;S019,C023;C031,YES,GFX-007;GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B075,S09,652.280,663.820,dossier,T02,EXECUTIVE_LEGAL_STATUS,T03,DC009_WYMER_REASONABLE_JUROR.png,S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,S009,C024,YES,GFX-007;GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B076,S09,664.560,667.640,dossier,T02,EXECUTIVE_LEGAL_STATUS,T03,DC009_WYMER_REASONABLE_JUROR.png,S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,S009,C024,YES,GFX-007;GFX-012,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B077,S09,669.000,674.260,dossier,T02,EXECUTIVE_LEGAL_STATUS,T03,LIVE_DEVIN_WENIG_COMMONS.jpg,S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,S009;S004,C021,YES,GFX-007,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B078,S09,675.700,691.400,dossier,T02,EXECUTIVE_LEGAL_STATUS,T03,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,,S019,C031,YES,GFX-003,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B079,S09,692.440,702.280,dossier,T02,EXECUTIVE_LEGAL_STATUS,,DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,S009,C021,YES,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,Use licensed real portrait when available; otherwise document-forward dossier. No generated likeness. State civil/criminal status precisely.
B080,S09,703.640,709.000,court-doc,T03,COURT_ORDER_OR_LEGAL_CLARIFIER,,DC018_CIVIL_COMPLAINT_COVER.png,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,S009,C021,NO,,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,"Use the real crop or source document. Editor headline may summarize, but the document itself may not be fabricated or rewritten."
B081,S10,710.380,718.560,timeline,T06,SETTLEMENT_TIMELINE,,S020_D986_STIPULATION_DISMISSAL.pdf,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,S015;S019,C026,YES,GFX-013,BOTTOM_20_PERCENT_16x9_Y864_1080,NO_KEY_TEXT_FACE_EVIDENCE_OR_LEGAL_NOTE_BELOW_Y864,,REFRAME_OK_IF_KEY_CONTENT_STAYS_IN_UPPER_CENTER_SAFE,3–5 events maximum per frame; date spine and causal flow above subtitle-safe band. Do not cram the entire case into one screen.
