beat_id,section,start,end,spoken_text,factual_source_ids,claim_ids,live_asset_files,visual_status,live_visual_strategy,rights_status,gfx_fallback,generation_required,notes
B052,S07,451.340,460.880,"By twenty twenty-four, the individual criminal cases had produced a clear story of personal accountability. And from a distance, that can look like the ending.",S004,C016,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf;S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B053,S07,462.060,468.780,eBay had removed key members of the security operation. The people who were federally prosecuted had pleaded guilty.,S004,C016,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf;S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B054,S07,469.980,476.000,But federal prosecutors eventually turned from the individuals inside the company to the company itself.,S001;S003,C018,S004_DOJ_FINAL_DEFENDANT_PAGE.pdf;S005_DOJ_BAUGH_HARVILLE_SENTENCING_PAGE.pdf;S006_DOJ_POPP_STOCKWELL_SENTENCING_PAGE.pdf;S007_DOJ_ZEA_SENTENCING_PAGE.pdf;S008_DOJ_COOKE_SENTENCING_PAGE.pdf,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B055,S08,477.340,483.160,"In January twenty twenty-four, prosecutors filed a six-count criminal Information against eBay.",S003;S001,C018,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B056,S08,484.200,495.500,"The counts included interstate stalking, stalking through electronic communications, witness tampering, and destruction or falsification of records connected to a federal investigation.",S003,C018,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B057,S08,496.900,499.300,But eBay was not convicted on those charges.,S002;S001,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B058,S08,500.300,503.880,"Instead, the company entered a deferred prosecution agreement.",S002;S001,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B059,S08,505.020,508.380,A deferred prosecution agreement works differently from a conviction.,S002,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B060,S08,509.420,524.080,"The government files charges, but prosecution is held back while the company complies with negotiated conditions. If the agreement is completed successfully, the criminal case is intended to end without a trial on those corporate charges.",S002,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B061,S08,525.140,528.120,"For eBay, the agreement came with real consequences.",S001;S002,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B062,S08,529.300,536.780,The company admitted a detailed factual account of the conduct. It agreed to pay a three-million-dollar criminal penalty.,S001;S002;S012,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B063,S08,537.600,544.240,"And it accepted an independent compliance monitor for three years, along with cooperation and compliance obligations.",S001;S002;S012,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B064,S08,545.640,555.980,"At that point, the legal consequences no longer belonged only to individuals. eBay itself had entered a federal criminal resolution tied to the conduct.",S001;S002;S012,C019,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B065,S08,556.820,565.860,But one major question was still unresolved. How far up the organization could civil responsibility for the campaign extend?,S009,C021,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B066,S08,566.960,569.300,That question was moving toward a jury.,S009,C021,S002_EBAY_DEFERRED_PROSECUTION_AGREEMENT.pdf;DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B067,S09,570.640,574.500,The Steiners filed their federal civil case in July twenty twenty-one.,S010;S011,C020,DC018_CIVIL_COMPLAINT_COVER.png;S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B068,S09,575.640,580.400,"Four years later, Judge Patti Saris issued a major summary-judgment order.",S009,C021,DC018_CIVIL_COMPLAINT_COVER.png;S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B069,S09,581.040,593.080,"At this stage, the key distinction is simple: allowing a claim to continue does not mean a defendant has been found liable. It means the issue can still be decided by a jury.",S009,C021,DC018_CIVIL_COMPLAINT_COVER.png;S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B070,S09,593.800,603.440,And the court treated different defendants differently. A security contractor named P-F-C won summary judgment on the claims against it.,S009,C025,DC018_CIVIL_COMPLAINT_COVER.png;S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B071,S09,604.100,608.760,But significant claims involving eBay and former executives survived.,S009,C021,DC018_CIVIL_COMPLAINT_COVER.png;S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B072,S09,609.660,619.440,"For Devin Wenig, the record included an important limitation: Baugh testified that Wenig had not communicated with him directly about the Steiners.",S009,C022,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_DEVIN_WENIG_CONFERENCE_COMMONS.jpg;S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B073,S09,620.240,633.060,"At the same time, the judge held that, viewing the evidence in the Steiners' favor as required at that stage, a jury could potentially find Wenig's encouragement was a substantial factor in what followed.",S009,C023,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_DEVIN_WENIG_CONFERENCE_COMMONS.jpg;S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B074,S09,634.080,650.940,"Wenig disputed that interpretation. His lawyers said he had no knowledge of or involvement in the harassment campaign, did not approve or authorize it, and argued that his messages concerned a public-relations response to the Steiners' reporting.",S009;S019,C023;C031,DC008_WENIG_NO_DIRECT_BAUGH.png;LIVE_DEVIN_WENIG_COMMONS.jpg;LIVE_DEVIN_WENIG_CONFERENCE_COMMONS.jpg;S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B075,S09,652.280,663.820,"For Steve Wymer, the court pointed to a more extensive communication record and held that a reasonable jury could find he had induced, encouraged or authorized tortious conduct.",S009,C024,DC009_WYMER_REASONABLE_JUROR.png;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B076,S09,664.560,667.640,"Again, that was not a final finding of liability.",S009,C024,DC009_WYMER_REASONABLE_JUROR.png;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B077,S09,669.000,674.260,"And Wenig, Wymer and Wendy Jones were not criminally charged over the campaign.",S009;S004,C021,S024_WENDY_JONES_EBAY_BIO_REFERENCE.pdf;S025_STEVE_WYMER_EBAY_PROFILE_REFERENCE.html;LIVE_DEVIN_WENIG_COMMONS.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B078,S09,675.700,691.400,"eBay's internal-investigation position also cut the other way: according to reporting on a company presentation, its lawyers said they had found no evidence that Wenig or Wymer directed the criminal acts or knew those acts would follow.",S019,C031,S021_EBAY_2020_INTERNAL_INVESTIGATION_STATEMENT_REFERENCE.html,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B079,S09,692.440,702.280,"So by late twenty twenty-five, the unresolved question was how far responsibility extended above the people who had carried out the security operation.",S009,C021,DC018_CIVIL_COMPLAINT_COVER.png;S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B080,S09,703.640,709.000,A jury was getting close to answering that. Then the case appeared to end.,S009,C021,DC018_CIVIL_COMPLAINT_COVER.png;S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg;LIVE_MOAKLEY_COURTHOUSE_2017_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B081,S10,710.380,718.560,"On February twenty-fifth, twenty twenty-six, just before trial, the parties reported a settlement in principle. The terms were not disclosed.",S015;S019,C026,S020_D986_STIPULATION_DISMISSAL.pdf;S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B082,S10,718.560,723.480,The case was conditionally dismissed while they worked to finalize the agreement.,S015;S019,C026,S020_D986_STIPULATION_DISMISSAL.pdf;S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B083,S10,724.220,733.820,"After years of criminal cases, a corporate D-P-A, civil discovery and pretrial rulings, it looked like the final chapter. Then the deal failed.",S015;S016,C026;C027,S020_D986_STIPULATION_DISMISSAL.pdf;S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B084,S10,734.860,743.180,"By June, the settlement had not been finalized. The civil case was reopened. A new trial date was set for January twenty twenty-seven.",S016,C027,S020_D986_STIPULATION_DISMISSAL.pdf;S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B085,S10,743.960,752.340,"That put the unresolved civil-responsibility question back on the table. But before a jury could hear the case, the parties reached another deal.",S016;S014;S017,C027;C028,S020_D986_STIPULATION_DISMISSAL.pdf;S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B086,S10,752.940,757.000,"This one became the final settlement. And this time, the numbers were public.",S014;S017;S018,C028,S020_D986_STIPULATION_DISMISSAL.pdf;S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B087,S11,757.980,761.360,The final agreement was announced in late July twenty twenty-six.,S014;S017;S018,C028,S020_D986_STIPULATION_DISMISSAL.pdf;S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B088,S11,762.080,766.940,The total announced settlement package was fifty-five-point-seven million dollars.,S014;S017;S018,C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B089,S11,766.940,772.520,But that number has to be broken apart. It was not a fifty-five-point-seven-million-dollar judgment.,S014;S017;S018,C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B090,S11,773.220,777.680,And it was not a fifty-five-point-seven-million-dollar payment made only by eBay.,S014;S017;S018,C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B091,S11,778.640,784.000,"According to the announced terms, forty-eight-point-seven million dollars was compensation to the Steiners.",S014;S017;S018,C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B092,S11,784.680,787.640,Another seven million dollars consisted of charitable commitments.,S014;S017;S018,C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B093,S11,788.540,794.660,"Of the direct compensation, eBay's announced share was forty-six-point-one-five million dollars.",S014;S017;S018,C029,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B094,S11,794.660,796.180,Devin Wenig's was two million.,S014;S017;S018,C029,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B095,S11,797.040,801.260,Wendy Jones's was five hundred thousand. Steve Wymer's was fifty thousand.,S014;S017;S018,C029,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B096,S11,801.740,812.020,"Separately, eBay committed six million dollars to nonprofit organizations, and Wenig committed one million dollars to a First Amendment-focused charity in Ina Steiner's name.",S014;S017;S018,C029,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B097,S11,812.780,815.940,That is how the total reached fifty-five-point-seven million.,S014;S017;S018,C028;C029,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B098,S11,816.540,825.700,And that number should not be combined with eBay's separate three-million-dollar criminal penalty and presented as a fifty-eight-point-seven-million-dollar award.,S001;S002;S014;S017,C019;C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B099,S11,826.300,827.520,There was no such award.,S001;S002;S014;S017,C019;C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B100,S11,828.320,838.040,These were separate legal resolutions with different purposes. One was a federal criminal resolution involving the company. The other was the final civil settlement package.,S001;S002;S014;S017,C019;C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B101,S11,838.820,843.700,The cost did not arrive in one courtroom on one day. It accumulated over years.,S001;S014;S017,C019;C028,S014_ECOMMERCEBYTES_FINAL_SETTLEMENT_REFERENCE.html;S020_D986_STIPULATION_DISMISSAL.pdf,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B102,S12,844.600,854.500,"In its July twenty twenty-six statement, eBay apologized to Ina and David Steiner. The company called the conduct of the former employees wrong and reprehensible.",S013,C030,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,REFERENCE_ONLY_SOURCE_PAGE + EDITOR_RECREATE,YES,NO,
B103,S12,855.180,861.280,"It also acknowledged what it described as unprofessional communications involving Wenig, Wymer and Jones.",S013,C030,S013_EBAY_2026_SETTLEMENT_STATEMENT_REFERENCE.html;EBAY_HQ_2018_CC_BY_SA.jpg,GFX_ONLY,Live factual source retained; material facts/typesetting remain editor-built.,REFERENCE_ONLY_SOURCE_PAGE + EDITOR_RECREATE,YES,NO,
B104,S12,862.240,869.060,But the settlement meant there would be no jury verdict deciding the surviving civil-liability questions against those former executives.,S009;S014,C021;C028,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
B105,S12,870.120,880.540,So the ending is not that a court answered every question. It did not. What the public record does show is enough. A small publication criticized a global marketplace.,S009;S014,C021;C028,S009_D711_SUMMARY_JUDGMENT_ORDER.pdf;S001_DOJ_CASE_PAGE.html;EBAY_HQ_2018_CC_BY_SA.jpg;NATICK_CENTER_2020_CC_BY_SA.jpg,LIVE_SOURCE_READY,Lead with authentic document/evidence or licensed real-world context before any illustrative treatment.,PUBLICATION_SAFE_OR_SOURCE_DOCUMENT_WITH_GUARDRAILS,YES,NO,
