beat_id,section,start,end,production_route,execution_mode,frame_family,style_reference_name,style_reference_media_id,factual_source_origin,job_input_after_preprocessing,prepared_input_required,raw_docs_do_not_attach,exact_text,support_text,composition,legal_guardrail,production_prompt,status
B057,S08,496.900,499.300,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,DPA ≠ CONVICTION,,single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone,DPA is not a conviction.,"BEAT B057 — 16:9 WHAT IT COST
PURPOSE: DPA ≠ CONVICTION
NARRATION: ""But eBay was not convicted on those charges.""
TEXT: ""DPA ≠ CONVICTION""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B057_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single document crop mounted high-center on warm paper; headline upper-left; one yellow or red highlight over the exact relevant line; small source/date line above subtitle-safe zone
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B058,S08,500.300,503.880,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,DEFERRED PROSECUTION AGREEMENT,,two-source asymmetrical collage: dominant authentic source upper-right and smaller context crop upper-left; headline mid-left; black negative space below; one subtle binder-clip or file-tab element,DPA is not a conviction.,"BEAT B058 — 16:9 WHAT IT COST
PURPOSE: DEFERRED PROSECUTION AGREEMENT
NARRATION: ""Instead, the company entered a deferred prosecution agreement.""
TEXT: ""DEFERRED PROSECUTION AGREEMENT""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B058_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: two-source asymmetrical collage: dominant authentic source upper-right and smaller context crop upper-left; headline mid-left; black negative space below; one subtle binder-clip or file-tab element
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B059,S08,505.020,508.380,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,DPA ≠ CONVICTION,,wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions,DPA is not a conviction.,"BEAT B059 — 16:9 WHAT IT COST
PURPOSE: DPA ≠ CONVICTION
NARRATION: ""A deferred prosecution agreement works differently from a conviction.""
TEXT: ""DPA ≠ CONVICTION""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B059_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: wide horizontal authentic excerpt across upper half; condensed headline above-left; one clipped corner/tab; black textured negative space below for captions
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B060,S08,509.420,524.080,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,CHARGES FILED • PROSECUTION DEFERRED,,large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame,DPA is not a conviction.,"BEAT B060 — 16:9 WHAT IT COST
PURPOSE: CHARGES FILED • PROSECUTION DEFERRED
NARRATION: ""The government files charges, but prosecution is held back while the company complies with negotiated conditions. If the agreement is completed successfully, the criminal case is intended to end without a trial on those corporate charges.""
TEXT: ""CHARGES FILED • PROSECUTION DEFERRED""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B060_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B061,S08,525.140,528.120,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,CORPORATE CONSEQUENCES,,hero evidence object centered high on a warm-paper mount; headline upper-left; compact source label above; small red underline; faint secondary evidence edge behind the hero,DPA is not a conviction.,"BEAT B061 — 16:9 WHAT IT COST
PURPOSE: CORPORATE CONSEQUENCES
NARRATION: ""For eBay, the agreement came with real consequences.""
TEXT: ""CORPORATE CONSEQUENCES""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B061_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: hero evidence object centered high on a warm-paper mount; headline upper-left; compact source label above; small red underline; faint secondary evidence edge behind the hero
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B062,S08,529.300,536.780,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T04,R6_STYLE_NEUTRAL_DOSSIER_LEGAL,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,$3M CRIMINAL PENALTY,,asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers,DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.,"BEAT B062 — 16:9 WHAT IT COST
PURPOSE: $3M CRIMINAL PENALTY
NARRATION: ""The company admitted a detailed factual account of the conduct. It agreed to pay a three-million-dollar criminal penalty.""
TEXT: ""$3M CRIMINAL PENALTY""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B062_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_DOSSIER_LEGAL [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: asymmetrical settlement sheet: amount and short label left; authentic filing/company context right; one paper tab with exact legal qualifier; no extra numbers
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction. $3M criminal DPA penalty is separate from the $55.7M civil settlement package.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B063,S08,537.600,544.240,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,3-YEAR INDEPENDENT MONITOR,,full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick,DPA is not a conviction.,"BEAT B063 — 16:9 WHAT IT COST
PURPOSE: 3-YEAR INDEPENDENT MONITOR
NARRATION: ""And it accepted an independent compliance monitor for three years, along with cooperation and compliance obligations.""
TEXT: ""3-YEAR INDEPENDENT MONITOR""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B063_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: full-width source strip across upper 60%; headline block at lower-left but entirely above subtitle-safe band; one tiny source/date tag; restrained paper edge and red tick
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B064,S08,545.640,555.980,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC015_DPA_CRIMINAL_PENALTY.png;DC016_DPA_COMPLIANCE_MONITOR.png;DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png;EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC015_DPA_CRIMINAL_PENALTY.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC016_DPA_COMPLIANCE_MONITOR.png;12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png,,EBAY — FEDERAL CRIMINAL RESOLUTION,,large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame,DPA is not a conviction.,"BEAT B064 — 16:9 WHAT IT COST
PURPOSE: EBAY — FEDERAL CRIMINAL RESOLUTION
NARRATION: ""At that point, the legal consequences no longer belonged only to individuals. eBay itself had entered a federal criminal resolution tied to the conduct.""
TEXT: ""EBAY — FEDERAL CRIMINAL RESOLUTION""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC015_DPA_CRIMINAL_PENALTY.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC016_DPA_COMPLIANCE_MONITOR.png; 12B_SOURCE_ASSETS/R6_PREP/R6P_B064_DC017_DPA_ACCEPTANCE_OF_RESPONSIBILITY.png; EBAY_HQ_2018_CC_BY_SA.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: large authentic source frame on the right two-thirds; oversized headline left; short red dash above headline; one thin horizontal rule; one small paper tab overlapping the source frame
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: DPA is not a conviction.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B065,S08,556.820,565.860,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T01,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,EBAY_HQ_2018_CC_BY_SA.jpg;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,,HOW FAR UP DID RESPONSIBILITY GO?,,hero evidence object centered high on a warm-paper mount; headline upper-left; compact source label above; small red underline; faint secondary evidence edge behind the hero,"Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B065 — 16:9 WHAT IT COST
PURPOSE: HOW FAR UP DID RESPONSIBILITY GO?
NARRATION: ""But one major question was still unresolved. How far up the organization could civil responsibility for the campaign extend?""
TEXT: ""HOW FAR UP DID RESPONSIBILITY GO?""
ATTACH: EBAY_HQ_2018_CC_BY_SA.jpg; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: hero evidence object centered high on a warm-paper mount; headline upper-left; compact source label above; small red underline; faint secondary evidence edge behind the hero
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B066,S08,566.960,569.300,HYBRID_SOURCE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,NONE,,TOWARD A JURY,,"source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B066 — 16:9 WHAT IT COST
PURPOSE: TOWARD A JURY
NARRATION: ""That question was moving toward a jury.""
TEXT: ""TOWARD A JURY""
ATTACH: LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: source excerpt framed like a photographic evidence print, slightly offset; headline left or top-left; second tiny context image only if needed; no decorative body text
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_NEUTRAL_STYLE_REF
B067,S09,570.640,574.500,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T06,R6_STYLE_NEUTRAL_MAP_TIMELINE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC018_CIVIL_COMPLAINT_COVER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B067_DC018_CIVIL_COMPLAINT_COVER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B067_DC018_CIVIL_COMPLAINT_COVER.png,,JULY 2021 — CIVIL CASE FILED,,"single temporal pivot frame: date card left, authentic source image right, one small next-step cue; black paper texture and restrained red underline","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B067 — 16:9 WHAT IT COST
PURPOSE: JULY 2021 — CIVIL CASE FILED
NARRATION: ""The Steiners filed their federal civil case in July twenty twenty-one.""
TEXT: ""JULY 2021 — CIVIL CASE FILED""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B067_DC018_CIVIL_COMPLAINT_COVER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_MAP_TIMELINE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: single temporal pivot frame: date card left, authentic source image right, one small next-step cue; black paper texture and restrained red underline
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
B068,S09,575.640,580.400,SOURCE_NATIVE_EDITORIAL,HIGGSFIELD_CANDIDATE_BLOCKED,T03,R6_STYLE_NEUTRAL_EVIDENCE,PENDING_OWNER_APPROVAL_NOT_GENERATED,DC010_SUMMARY_JUDGMENT_ORDER.png;LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B068_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg,12B_SOURCE_ASSETS/R6_PREP/R6P_B068_DC010_SUMMARY_JUDGMENT_ORDER.png,,2025 — SUMMARY JUDGMENT,,"tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall","Do not change legal status, amount, chronology, attribution, or allegation/finding posture.","BEAT B068 — 16:9 WHAT IT COST
PURPOSE: 2025 — SUMMARY JUDGMENT
NARRATION: ""Four years later, Judge Patti Saris issued a major summary-judgment order.""
TEXT: ""2025 — SUMMARY JUDGMENT""
ATTACH: 12B_SOURCE_ASSETS/R6_PREP/R6P_B068_DC010_SUMMARY_JUDGMENT_ORDER.png; LIVE_MOAKLEY_COURTHOUSE_CC0.jpg; STYLE LAST: R6_STYLE_NEUTRAL_EVIDENCE [NEW R6 NEUTRAL REF — media ID pending].
COMPOSITION: tight authentic quote/document crop as the hero on the right; large headline on left; one exact highlighted line only; paper edge, clip, and small factual source label; no full-page text wall
SOURCE RULE: factual inputs control content. Style controls only palette, type scale, paper layering, texture, spacing and restrained red; copy ZERO subject matter from style ref.
SUBTITLES: bottom 22% empty.
LEGAL: Do not change legal status, amount, chronology, attribution, or allegation/finding posture.
REJECT: style-content leakage; pseudo-text; wrong source; dense full page; altered amount/status; subtitle-band collision; horror/card-grid.",BLOCKED_PREP_AND_NEUTRAL_STYLE_REF
