word_index,section,start,end,alignment,word
631,S04,278.000,278.380,DIRECT,specified
632,S04,278.380,278.820,DIRECT,conditions.
633,S04,279.980,280.060,DIRECT,The
634,S04,280.060,280.740,ALIGNED,twenty-billion-dollar
635,S04,280.740,281.400,DIRECT,number
636,S04,281.400,281.740,DIRECT,described
637,S04,281.740,282.060,DIRECT,the
638,S04,282.060,282.260,DIRECT,upside.
639,S04,283.080,283.160,DIRECT,The
640,S04,283.160,283.820,ALIGNED,one-billion-dollar
641,S04,283.820,284.380,DIRECT,clause
642,S04,284.380,284.800,DIRECT,priced
643,S04,284.800,285.200,DIRECT,part
644,S04,285.200,285.400,DIRECT,of
645,S04,285.400,285.460,DIRECT,the
646,S04,285.460,285.720,DIRECT,downside.
647,S05,286.680,286.820,DIRECT,On
648,S05,286.820,286.980,DIRECT,September
649,S05,286.980,287.567,ALIGNED,"fifteenth,"
650,S05,287.567,288.153,ALIGNED,twenty
651,S05,288.153,288.740,ALIGNED,"twenty-two,"
652,S05,288.740,289.520,DIRECT,the
653,S05,289.520,289.820,DIRECT,definitive
654,S05,289.820,290.300,DIRECT,agreement
655,S05,290.300,290.560,DIRECT,was
656,S05,290.560,290.900,DIRECT,signed
657,S05,290.900,291.420,DIRECT,and
658,S05,291.420,291.520,DIRECT,the
659,S05,291.520,291.800,DIRECT,transaction
660,S05,291.800,292.420,DIRECT,became
661,S05,292.420,292.860,DIRECT,public.
662,S05,293.680,294.000,DIRECT,Adobe
663,S05,294.000,294.320,DIRECT,was
664,S05,294.320,294.660,DIRECT,proposing
665,S05,294.660,295.020,DIRECT,one
666,S05,295.020,295.120,DIRECT,of
667,S05,295.120,295.220,DIRECT,the
668,S05,295.220,295.600,DIRECT,largest
669,S05,295.600,296.120,DIRECT,software
670,S05,296.120,296.480,DIRECT,acquisitions
671,S05,296.480,296.980,DIRECT,of
672,S05,296.980,297.140,DIRECT,its
673,S05,297.140,297.380,DIRECT,era.
674,S05,298.000,298.460,DIRECT,Figma
675,S05,298.460,298.620,DIRECT,would
676,S05,298.620,298.860,DIRECT,remain
677,S05,298.860,299.080,DIRECT,a
678,S05,299.080,299.360,DIRECT,separate
679,S05,299.360,299.720,DIRECT,company
680,S05,299.720,300.040,DIRECT,until
681,S05,300.040,300.480,DIRECT,"closing,"
682,S05,300.940,301.180,DIRECT,but
683,S05,301.180,301.280,DIRECT,the
684,S05,301.280,301.520,DIRECT,plan
685,S05,301.520,301.780,DIRECT,was
686,S05,301.780,301.960,DIRECT,for
687,S05,301.960,302.080,DIRECT,it
688,S05,302.080,302.160,DIRECT,to
689,S05,302.160,302.380,DIRECT,become
690,S05,302.380,302.720,DIRECT,part
691,S05,302.720,302.880,DIRECT,of
692,S05,302.880,303.080,DIRECT,Adobe.
693,S05,303.880,304.140,DIRECT,At
694,S05,304.140,304.300,DIRECT,that
695,S05,304.300,304.640,DIRECT,"moment,"
696,S05,304.960,305.040,DIRECT,the
697,S05,305.040,305.360,DIRECT,story
698,S05,305.360,305.580,DIRECT,looked
699,S05,305.580,305.820,DIRECT,like
700,S05,305.820,305.940,DIRECT,a
701,S05,305.940,306.360,DIRECT,conventional
702,S05,306.360,306.900,DIRECT,giant
703,S05,306.900,307.260,DIRECT,technology
704,S05,307.260,308.020,DIRECT,acquisition.
705,S05,308.920,308.960,DIRECT,A
706,S05,308.960,309.200,DIRECT,buyer.
707,S05,310.000,310.060,DIRECT,A
708,S05,310.060,310.420,DIRECT,target.
709,S05,311.060,311.140,DIRECT,A
710,S05,311.140,311.940,ALIGNED,twenty-billion-dollar
711,S05,311.940,312.720,DIRECT,headline.
712,S05,313.740,313.750,DIRECT,Regulatory
713,S05,313.750,314.540,DIRECT,approvals
714,S05,314.540,314.800,DIRECT,to
715,S05,314.800,315.060,DIRECT,obtain.
716,S05,315.980,316.100,DIRECT,But
717,S05,316.100,316.220,DIRECT,there
718,S05,316.220,316.340,DIRECT,was
719,S05,316.340,316.840,DIRECT,already
720,S05,316.840,316.980,DIRECT,a
721,S05,316.980,317.620,ALIGNED,one-billion-dollar
722,S05,317.620,318.200,DIRECT,failure
723,S05,318.200,318.740,DIRECT,mechanism
724,S05,318.740,319.160,DIRECT,sitting
725,S05,319.160,319.560,DIRECT,inside
726,S05,319.560,319.760,DIRECT,the
727,S05,319.760,320.180,DIRECT,contract.
728,S05,320.180,320.860,DIRECT,That
729,S05,320.860,321.000,DIRECT,is
730,S05,321.000,321.240,DIRECT,easy
731,S05,321.240,321.480,DIRECT,to
732,S05,321.480,321.680,DIRECT,miss
733,S05,321.680,321.960,DIRECT,in
734,S05,321.960,322.020,DIRECT,a
735,S05,322.020,322.240,DIRECT,merger
736,S05,322.240,322.700,DIRECT,announcement.
737,S05,323.620,323.700,DIRECT,The
738,S05,323.700,323.940,DIRECT,public
739,S05,323.940,324.220,DIRECT,headline
740,S05,324.220,324.620,DIRECT,is
741,S05,324.620,324.720,DIRECT,the
742,S05,324.720,325.020,DIRECT,purchase
743,S05,325.020,325.380,DIRECT,price.
744,S05,325.940,325.980,DIRECT,The
745,S05,325.980,326.260,DIRECT,failure
746,S05,326.260,326.620,DIRECT,terms
747,S05,326.620,326.920,DIRECT,live
748,S05,326.920,327.380,DIRECT,deeper
749,S05,327.380,327.560,DIRECT,in
750,S05,327.560,327.640,DIRECT,the
751,S05,327.640,327.960,DIRECT,"agreement,"
752,S05,327.960,328.680,DIRECT,because
753,S05,328.680,328.920,DIRECT,they
754,S05,328.920,329.220,DIRECT,matter
755,S05,329.220,329.620,DIRECT,only
756,S05,329.620,329.900,DIRECT,if
757,S05,329.900,330.240,DIRECT,something
758,S05,330.240,330.440,DIRECT,goes
759,S05,330.440,330.780,DIRECT,wrong.
760,S05,331.480,331.560,DIRECT,The
761,S05,331.560,331.880,DIRECT,question
762,S05,331.880,332.180,DIRECT,was
763,S05,332.180,332.480,DIRECT,whether
764,S05,332.480,332.780,DIRECT,this
765,S05,332.780,332.920,DIRECT,one
766,S05,332.920,333.160,DIRECT,ever
767,S05,333.160,333.460,DIRECT,would.
768,S05,334.100,334.220,DIRECT,In
769,S05,334.220,334.650,ALIGNED,twenty
770,S05,334.650,335.080,ALIGNED,"twenty-three,"
771,S05,335.580,335.720,DIRECT,that
772,S05,335.720,335.960,DIRECT,question
773,S05,335.960,336.380,DIRECT,stopped
774,S05,336.380,336.780,DIRECT,being
775,S05,336.780,337.160,DIRECT,theoretical.
776,S06,338.280,338.340,DIRECT,The
777,S06,338.340,338.600,DIRECT,United
778,S06,338.600,339.000,DIRECT,Kingdom
779,S06,339.000,339.280,DIRECT,was
780,S06,339.280,339.420,DIRECT,one
781,S06,339.420,339.540,DIRECT,of
782,S06,339.540,339.620,DIRECT,the
783,S06,339.620,339.840,DIRECT,first
784,S06,339.840,340.200,DIRECT,places
785,S06,340.200,340.560,DIRECT,where
786,S06,340.560,340.680,DIRECT,the
787,S06,340.680,340.920,DIRECT,pressure
788,S06,340.920,341.320,DIRECT,became
789,S06,341.320,341.740,DIRECT,formal.
790,S06,342.580,342.760,DIRECT,On
791,S06,342.760,342.920,DIRECT,May
792,S06,342.920,343.420,ALIGNED,"third,"
793,S06,343.420,343.920,ALIGNED,twenty
794,S06,343.920,344.420,ALIGNED,"twenty-three,"
795,S06,344.900,345.060,DIRECT,the
796,S06,345.060,345.380,DIRECT,Competition
797,S06,345.380,345.760,DIRECT,and
798,S06,345.760,345.960,DIRECT,Markets
799,S06,345.960,346.400,DIRECT,Authority
800,S06,346.400,346.900,DIRECT,opened
801,S06,346.900,347.160,DIRECT,its
802,S06,347.160,347.360,DIRECT,inquiry
803,S06,347.360,347.880,DIRECT,into
804,S06,347.880,348.040,DIRECT,the
805,S06,348.040,348.400,DIRECT,proposed
806,S06,348.400,348.700,DIRECT,acquisition.
807,S06,349.400,350.040,DIRECT,By
808,S06,350.040,350.340,DIRECT,June
809,S06,350.340,350.660,ALIGNED,"thirtieth,"
810,S06,351.200,351.340,DIRECT,the
811,S06,351.340,351.680,DIRECT,CMA
812,S06,351.680,352.080,DIRECT,said
813,S06,352.080,352.280,DIRECT,there
814,S06,352.280,352.400,DIRECT,were
815,S06,352.400,352.740,DIRECT,grounds
816,S06,352.740,352.980,DIRECT,for
817,S06,352.980,353.220,DIRECT,deeper
818,S06,353.220,353.800,DIRECT,competition
819,S06,353.800,354.340,DIRECT,concerns.
820,S06,355.220,355.340,DIRECT,On
821,S06,355.340,355.480,DIRECT,July
822,S06,355.480,355.900,ALIGNED,"thirteenth,"
823,S06,356.580,356.680,DIRECT,the
824,S06,356.680,356.940,DIRECT,transaction
825,S06,356.940,357.440,DIRECT,was
826,S06,357.440,357.700,DIRECT,referred
827,S06,357.700,358.080,DIRECT,for
828,S06,358.080,358.200,DIRECT,an
829,S06,358.200,358.680,ALIGNED,in-depth
830,S06,358.680,358.980,DIRECT,Phase
831,S06,358.980,359.420,ALIGNED,Two
832,S06,359.420,359.780,DIRECT,investigation.
833,S06,361.020,361.120,DIRECT,The
834,S06,361.120,361.300,DIRECT,European
835,S06,361.300,361.900,DIRECT,Commission
836,S06,361.900,362.300,DIRECT,received
837,S06,362.300,362.660,DIRECT,formal
838,S06,362.660,363.140,DIRECT,notification
839,S06,363.140,363.680,DIRECT,on
840,S06,363.680,363.860,DIRECT,June
841,S06,363.860,364.220,ALIGNED,thirtieth.
842,S06,364.920,365.120,DIRECT,On
843,S06,365.120,365.380,DIRECT,August
844,S06,365.380,365.700,ALIGNED,"seventh,"
845,S06,366.180,366.260,DIRECT,it
846,S06,366.260,366.420,DIRECT,opened
847,S06,366.420,366.700,DIRECT,its
848,S06,366.700,366.920,DIRECT,own
849,S06,366.920,367.520,ALIGNED,in-depth
850,S06,367.520,368.140,DIRECT,investigation.
851,S06,369.060,369.160,DIRECT,And
852,S06,369.160,369.280,DIRECT,in
853,S06,369.280,369.380,DIRECT,the
854,S06,369.380,369.580,DIRECT,United
855,S06,369.580,370.040,DIRECT,"States,"
856,S06,370.600,370.640,DIRECT,the
857,S06,370.640,370.880,DIRECT,Justice
858,S06,370.880,371.580,DIRECT,Department's
859,S06,371.580,372.160,ALIGNED,Antitrust
860,S06,372.160,372.540,DIRECT,Division
861,S06,372.540,372.860,DIRECT,was
862,S06,372.860,373.300,DIRECT,also
863,S06,373.300,373.820,DIRECT,investigating
864,S06,373.820,374.100,DIRECT,the
865,S06,374.100,374.440,DIRECT,transaction.
866,S06,375.240,375.600,DIRECT,These
867,S06,375.600,375.880,DIRECT,were
868,S06,375.880,376.160,DIRECT,separate
869,S06,376.160,376.780,DIRECT,processes
870,S06,376.780,377.120,DIRECT,with
871,S06,377.120,377.360,DIRECT,different
872,S06,377.360,377.820,DIRECT,procedures.
873,S06,378.720,378.820,DIRECT,The
874,S06,378.820,379.060,DIRECT,UK
875,S06,379.060,379.580,DIRECT,and
876,S06,379.580,379.840,DIRECT,EU
877,S06,379.840,380.340,DIRECT,reviews
878,S06,380.340,381.080,DIRECT,developed
879,S06,381.080,381.580,DIRECT,formal
880,S06,381.580,382.160,DIRECT,competition
881,S06,382.160,382.580,DIRECT,objections.
882,S06,383.760,383.860,DIRECT,The
883,S06,383.860,384.180,DIRECT,public
884,S06,384.180,384.400,DIRECT,DOJ
885,S06,384.400,385.080,DIRECT,record
886,S06,385.080,385.340,DIRECT,for
887,S06,385.340,385.480,DIRECT,this
888,S06,385.480,385.800,DIRECT,story
889,S06,385.800,386.660,DIRECT,establishes
890,S06,386.660,387.080,DIRECT,an
891,S06,387.080,387.640,DIRECT,"investigation,"
892,S06,388.220,388.460,DIRECT,not
893,S06,388.460,388.640,DIRECT,a
894,S06,388.640,388.980,DIRECT,filed
895,S06,388.980,389.280,DIRECT,merger
896,S06,389.280,389.740,DIRECT,lawsuit.
897,S06,390.640,390.740,DIRECT,The
898,S06,390.740,391.060,DIRECT,important
899,S06,391.060,391.420,DIRECT,business
900,S06,391.420,391.840,DIRECT,point
901,S06,391.840,392.160,DIRECT,was
902,S06,392.160,392.320,DIRECT,that
903,S06,392.320,392.700,DIRECT,signing
904,S06,392.700,392.980,DIRECT,and
905,S06,392.980,393.340,DIRECT,closing
906,S06,393.340,393.660,DIRECT,were
907,S06,393.660,393.880,DIRECT,two
908,S06,393.880,394.240,DIRECT,different
909,S06,394.240,394.540,DIRECT,events.
910,S06,395.560,395.570,DIRECT,Adobe
911,S06,395.570,395.940,DIRECT,and
912,S06,395.940,396.340,DIRECT,Figma
913,S06,396.340,396.640,DIRECT,already
914,S06,396.640,397.000,DIRECT,had
915,S06,397.000,397.080,DIRECT,a
916,S06,397.080,397.300,DIRECT,merger
917,S06,397.300,397.700,DIRECT,"agreement,"
918,S06,398.200,398.440,DIRECT,but
919,S06,398.440,398.540,DIRECT,the
920,S06,398.540,398.820,ALIGNED,companies
921,S06,398.820,399.200,DIRECT,still
922,S06,399.200,399.480,DIRECT,needed
923,S06,399.480,399.720,DIRECT,the
924,S06,399.720,400.100,DIRECT,required
925,S06,400.100,400.540,DIRECT,approvals
926,S06,400.540,400.980,DIRECT,before
927,S06,400.980,401.200,DIRECT,the
928,S06,401.200,401.700,DIRECT,transaction
929,S06,401.700,402.060,DIRECT,could
930,S06,402.060,402.400,DIRECT,actually
931,S06,402.400,402.700,DIRECT,be
932,S06,402.700,403.160,DIRECT,completed.
933,S06,403.160,404.020,DIRECT,As
934,S06,404.020,404.220,DIRECT,the
935,S06,404.220,404.460,DIRECT,reviews
936,S06,404.460,405.060,DIRECT,"deepened,"
937,S06,405.440,405.500,DIRECT,the
938,S06,405.500,406.120,ALIGNED,one-billion-dollar
939,S06,406.120,406.700,DIRECT,clause
940,S06,406.700,407.140,DIRECT,did
941,S06,407.140,407.300,DIRECT,not
942,S06,407.300,407.740,DIRECT,change.
943,S06,408.500,408.660,DIRECT,What
944,S06,408.660,409.000,DIRECT,changed
945,S06,409.000,409.420,DIRECT,was
946,S06,409.420,409.560,DIRECT,the
947,S06,409.560,409.760,DIRECT,chance
948,S06,409.760,410.060,DIRECT,that
949,S06,410.060,410.160,DIRECT,the
950,S06,410.160,410.500,DIRECT,companies
951,S06,410.500,410.800,DIRECT,might
952,S06,410.800,411.260,DIRECT,eventually
953,S06,411.260,411.580,DIRECT,need
954,S06,411.580,411.760,DIRECT,it.
955,S06,412.380,412.460,DIRECT,The
956,S06,412.460,412.640,DIRECT,fee
957,S06,412.640,413.000,DIRECT,mattered
958,S06,413.000,413.360,DIRECT,because
959,S06,413.360,413.540,DIRECT,it
960,S06,413.540,413.640,DIRECT,had
961,S06,413.640,413.920,DIRECT,already
962,S06,413.920,414.140,DIRECT,been
963,S06,414.140,414.400,DIRECT,written
964,S06,414.400,414.620,DIRECT,into
965,S06,414.620,414.840,DIRECT,their
966,S06,414.840,415.000,DIRECT,own
967,S06,415.000,415.420,DIRECT,"contract,"
968,S06,416.020,416.260,DIRECT,and
969,S06,416.260,416.360,DIRECT,the
970,S06,416.360,416.840,DIRECT,possibility
971,S06,416.840,417.160,DIRECT,of
972,S06,417.160,417.220,DIRECT,a
973,S06,417.220,417.480,DIRECT,failed
974,S06,417.480,418.000,DIRECT,closing
975,S06,418.000,418.260,DIRECT,was
976,S06,418.260,418.560,DIRECT,becoming
977,S06,418.560,418.940,DIRECT,harder
978,S06,418.940,419.240,DIRECT,to
979,S06,419.240,419.620,DIRECT,ignore.
980,S07,420.520,420.820,DIRECT,By
981,S07,420.820,421.080,DIRECT,November
982,S07,421.080,421.690,ALIGNED,twenty
983,S07,421.690,422.300,ALIGNED,"twenty-three,"
984,S07,422.700,422.880,DIRECT,the
985,S07,422.880,423.140,DIRECT,UK
986,S07,423.140,423.760,DIRECT,and
987,S07,423.760,424.020,DIRECT,EU
988,S07,424.020,424.580,DIRECT,concerns
989,S07,424.580,425.140,DIRECT,had
990,S07,425.140,425.320,DIRECT,become
991,S07,425.320,425.720,DIRECT,much
992,S07,425.720,425.940,DIRECT,more
993,S07,425.940,426.380,DIRECT,explicit.
994,S07,427.140,427.520,DIRECT,On
995,S07,427.520,427.820,DIRECT,November
996,S07,427.820,428.260,ALIGNED,"seventeenth,"
997,S07,428.900,429.020,DIRECT,the
998,S07,429.020,429.260,DIRECT,European
999,S07,429.260,429.940,DIRECT,Commission
1000,S07,429.940,430.520,DIRECT,adopted
1001,S07,430.520,430.900,DIRECT,a
1002,S07,430.900,431.460,DIRECT,Statement
1003,S07,431.460,431.860,DIRECT,of
1004,S07,431.860,432.120,DIRECT,Objections.
1005,S07,433.340,433.500,DIRECT,That
1006,S07,433.500,433.640,DIRECT,was
1007,S07,433.640,433.760,DIRECT,a
1008,S07,433.760,433.960,DIRECT,formal
1009,S07,433.960,434.440,DIRECT,statement
1010,S07,434.440,434.740,DIRECT,of
1011,S07,434.740,434.940,DIRECT,preliminary
1012,S07,434.940,435.640,DIRECT,"concerns,"
1013,S07,436.200,436.480,DIRECT,not
1014,S07,436.480,436.580,DIRECT,a
1015,S07,436.580,436.860,DIRECT,final
1016,S07,436.860,437.180,DIRECT,prohibition
1017,S07,437.180,437.920,DIRECT,decision.
1018,S07,438.820,439.200,DIRECT,"Then,"
1019,S07,439.480,439.680,DIRECT,on
1020,S07,439.680,439.980,DIRECT,November
1021,S07,439.980,440.540,ALIGNED,"twenty-eighth,"
1022,S07,441.060,441.140,DIRECT,the
1023,S07,441.140,441.400,DIRECT,UK
1024,S07,441.400,442.300,DIRECT,CMA
1025,S07,442.300,442.820,DIRECT,published
1026,S07,442.820,443.180,DIRECT,provisional
1027,S07,443.180,443.920,DIRECT,findings.
1028,S07,444.940,445.060,DIRECT,The
1029,S07,445.060,445.620,DIRECT,CMA
1030,S07,445.620,446.340,DIRECT,provisionally
1031,S07,446.340,446.620,DIRECT,identified
1032,S07,446.620,447.340,DIRECT,competition
1033,S07,447.340,447.980,DIRECT,concerns
1034,S07,448.440,448.800,DIRECT,involving
1035,S07,448.800,449.720,ALIGNED,all-in-one
1036,S07,449.720,449.980,DIRECT,product
1037,S07,449.980,450.460,DIRECT,"design,"
1038,S07,451.060,451.240,DIRECT,vector
1039,S07,451.240,451.680,DIRECT,editing
1040,S07,452.200,452.280,DIRECT,and
1041,S07,452.280,452.680,DIRECT,raster
1042,S07,452.680,453.060,DIRECT,editing
1043,S07,453.060,453.400,DIRECT,software.
1044,S07,454.040,454.680,DIRECT,The
1045,S07,454.680,454.920,DIRECT,same
1046,S07,454.920,455.200,DIRECT,"day,"
1047,S07,455.580,455.680,DIRECT,it
1048,S07,455.680,455.960,DIRECT,published
1049,S07,455.960,456.180,DIRECT,a
1050,S07,456.180,456.420,DIRECT,notice
1051,S07,456.420,456.660,DIRECT,of
1052,S07,456.660,456.980,DIRECT,possible
1053,S07,456.980,457.320,DIRECT,remedies.
1054,S07,458.200,458.580,DIRECT,Those
1055,S07,458.580,458.800,DIRECT,possible
1056,S07,458.800,459.280,DIRECT,remedies
1057,S07,459.280,459.860,DIRECT,included
1058,S07,459.860,460.660,DIRECT,prohibition
1059,S07,460.660,461.180,DIRECT,of
1060,S07,461.180,461.280,DIRECT,the
1061,S07,461.280,461.540,DIRECT,merger
1062,S07,461.540,462.080,DIRECT,and
1063,S07,462.080,462.400,DIRECT,structural
1064,S07,462.400,463.360,DIRECT,divestitures.
1065,S07,464.240,464.460,DIRECT,That
1066,S07,464.460,464.580,DIRECT,was
1067,S07,464.580,464.720,DIRECT,a
1068,S07,464.720,465.060,DIRECT,major
1069,S07,465.060,465.520,DIRECT,escalation
1070,S07,465.520,465.980,DIRECT,in
1071,S07,465.980,466.260,DIRECT,practical
1072,S07,466.260,466.800,DIRECT,terms.
1073,S07,467.760,467.820,DIRECT,A
1074,S07,467.820,468.080,DIRECT,provisional
1075,S07,468.080,468.700,DIRECT,concern
1076,S07,468.700,469.040,DIRECT,is
1077,S07,469.040,469.220,DIRECT,one
1078,S07,469.220,469.540,DIRECT,thing.
1079,S07,470.100,470.120,DIRECT,A
1080,S07,470.120,470.620,ALIGNED,remedies
1081,S07,470.620,470.940,DIRECT,discussion
1082,S07,470.940,471.420,DIRECT,forces
1083,S07,471.420,471.760,DIRECT,the
1084,S07,471.760,472.020,DIRECT,parties
1085,S07,472.020,472.320,DIRECT,to
1086,S07,472.320,472.600,DIRECT,confront
1087,S07,472.600,473.000,DIRECT,what
1088,S07,473.000,473.140,DIRECT,the
1089,S07,473.140,473.380,DIRECT,deal
1090,S07,473.380,473.700,DIRECT,might
1091,S07,473.700,473.900,DIRECT,have
1092,S07,473.900,474.040,DIRECT,to
1093,S07,474.040,474.220,DIRECT,look
1094,S07,474.220,474.500,DIRECT,like
1095,S07,474.500,474.960,DIRECT,if
1096,S07,474.960,475.080,DIRECT,the
1097,S07,475.080,475.400,DIRECT,concerns
1098,S07,475.400,475.780,DIRECT,are
1099,S07,475.780,475.960,DIRECT,not
1100,S07,475.960,476.260,DIRECT,resolved.
1101,S07,477.520,477.640,DIRECT,The
1102,S07,477.640,478.000,DIRECT,CMA
1103,S07,478.000,478.420,DIRECT,document
1104,S07,478.420,478.960,DIRECT,also
1105,S07,478.960,479.460,DIRECT,discussed
1106,S07,479.460,479.740,DIRECT,a
1107,S07,479.740,480.080,DIRECT,possible
1108,S07,480.080,480.920,DIRECT,divestiture
1109,S07,480.920,481.240,DIRECT,of
1110,S07,481.240,481.640,DIRECT,Figma
1111,S07,481.640,481.820,DIRECT,Design
1112,S07,481.820,482.660,DIRECT,and
1113,S07,482.660,482.900,DIRECT,said
1114,S07,482.900,483.180,DIRECT,that
1115,S07,483.180,483.520,DIRECT,remedy
1116,S07,483.520,483.780,DIRECT,would
1117,S07,483.780,483.940,DIRECT,be
1118,S07,483.940,484.420,DIRECT,substantially
1119,S07,484.420,485.040,DIRECT,similar
1120,S07,485.040,485.300,DIRECT,to
1121,S07,485.300,485.660,DIRECT,prohibition
1122,S07,486.360,486.500,DIRECT,while
1123,S07,486.500,486.940,DIRECT,introducing
1124,S07,486.940,487.700,DIRECT,additional
1125,S07,487.700,488.120,DIRECT,risks.
1126,S07,489.080,489.200,DIRECT,The
1127,S07,489.200,489.460,DIRECT,pressure
1128,S07,489.460,489.820,DIRECT,was
1129,S07,489.820,490.200,DIRECT,real.
1130,S07,491.120,491.300,DIRECT,But
1131,S07,491.300,491.500,DIRECT,neither
1132,S07,491.500,491.840,DIRECT,the
1133,S07,491.840,492.260,DIRECT,CMA
1134,S07,492.260,492.920,DIRECT,nor
1135,S07,492.920,493.060,DIRECT,the
1136,S07,493.060,493.300,DIRECT,European
1137,S07,493.300,493.900,DIRECT,Commission
1138,S07,493.900,494.500,DIRECT,had
1139,S07,494.500,494.760,DIRECT,issued
1140,S07,494.760,494.920,DIRECT,a
1141,S07,494.920,495.180,DIRECT,final
1142,S07,495.180,495.680,DIRECT,decision
1143,S07,495.680,496.120,DIRECT,prohibiting
1144,S07,496.120,496.540,DIRECT,the
1145,S07,496.540,496.820,DIRECT,transaction.
1146,S07,498.100,498.200,DIRECT,The
1147,S07,498.200,498.520,DIRECT,final
1148,S07,498.520,498.780,DIRECT,legal
1149,S07,499.220,499.600,DIRECT,"""no"""
1150,S07,500.120,500.200,DIRECT,had
1151,S07,500.200,500.440,DIRECT,not
1152,S07,500.440,500.620,DIRECT,yet
1153,S07,500.620,501.140,DIRECT,arrived.
1154,S08,502.040,502.260,DIRECT,Adobe
1155,S08,502.260,502.620,DIRECT,and
1156,S08,502.620,503.020,DIRECT,Figma
1157,S08,503.020,503.300,DIRECT,did
1158,S08,503.300,503.520,DIRECT,not
1159,S08,503.520,503.880,DIRECT,accept
1160,S08,503.880,504.060,DIRECT,the
1161,S08,504.060,504.660,ALIGNED,regulators'
1162,S08,504.660,504.840,DIRECT,theories
1163,S08,504.840,505.300,DIRECT,as
1164,S08,505.300,505.640,DIRECT,settled
1165,S08,505.640,505.980,DIRECT,fact.
1166,S08,506.680,507.020,DIRECT,In
1167,S08,507.020,507.160,DIRECT,their
1168,S08,507.160,507.540,DIRECT,submissions
1169,S08,507.540,507.880,DIRECT,to
1170,S08,507.880,507.980,DIRECT,the
1171,S08,507.980,508.380,DIRECT,"CMA,"
1172,S08,508.980,509.060,DIRECT,the
1173,S08,509.060,509.340,DIRECT,companies
1174,S08,509.340,509.740,DIRECT,argued
1175,S08,509.740,510.080,DIRECT,that
1176,S08,510.080,510.260,DIRECT,their
1177,S08,510.260,510.620,DIRECT,products
1178,S08,510.620,510.920,DIRECT,and
1179,S08,510.920,511.360,DIRECT,capabilities
1180,S08,511.360,511.960,DIRECT,were
1181,S08,511.960,512.300,DIRECT,complementary.
1182,S08,513.480,513.640,DIRECT,They
1183,S08,513.640,513.940,DIRECT,argued
1184,S08,513.940,514.240,DIRECT,that
1185,S08,514.240,514.340,DIRECT,the
1186,S08,514.340,514.640,DIRECT,transaction
1187,S08,514.640,515.260,DIRECT,would
1188,S08,515.260,515.460,DIRECT,be
1189,S08,515.460,516.220,ALIGNED,pro-competitive.
1190,S08,516.900,517.080,DIRECT,And
1191,S08,517.080,517.200,DIRECT,they
1192,S08,517.200,517.540,DIRECT,strongly
1193,S08,517.540,518.080,DIRECT,disagreed
1194,S08,518.080,518.540,DIRECT,with
1195,S08,518.540,518.680,DIRECT,the
1196,S08,518.680,519.080,DIRECT,provisional
1197,S08,519.080,519.500,DIRECT,findings.
1198,S08,520.580,520.760,DIRECT,That
1199,S08,520.760,521.460,DIRECT,counter-position
1200,S08,521.460,521.800,DIRECT,belongs
1201,S08,521.800,522.220,DIRECT,in
1202,S08,522.220,522.320,DIRECT,the
1203,S08,522.320,522.520,DIRECT,film
1204,S08,522.520,522.800,DIRECT,for
1205,S08,522.800,522.900,DIRECT,a
1206,S08,522.900,523.140,DIRECT,simple
1207,S08,523.140,523.440,DIRECT,reason:
1208,S08,524.540,524.550,DIRECT,neither
1209,S08,524.550,524.820,DIRECT,the
1210,S08,524.820,525.060,DIRECT,UK
1211,S08,525.060,525.940,DIRECT,nor
1212,S08,525.940,526.100,DIRECT,the
1213,S08,526.100,526.340,DIRECT,EU
1214,S08,526.340,527.020,DIRECT,process
1215,S08,527.020,527.640,DIRECT,reached
1216,S08,527.640,527.880,DIRECT,a
1217,S08,527.880,528.220,DIRECT,final
1218,S08,528.220,528.500,DIRECT,merits
1219,S08,528.500,528.940,DIRECT,decision.
1220,S08,529.760,530.000,DIRECT,The
1221,S08,530.000,530.220,DIRECT,public
1222,S08,530.220,530.480,DIRECT,record
1223,S08,530.480,530.940,DIRECT,contains
1224,S08,530.940,531.460,DIRECT,serious
1225,S08,531.460,531.900,DIRECT,regulatory
1226,S08,531.900,532.660,DIRECT,"concerns,"
1227,S08,532.660,533.560,DIRECT,but
1228,S08,533.560,533.680,DIRECT,it
1229,S08,533.680,533.840,DIRECT,also
1230,S08,533.840,534.340,DIRECT,contains
1231,S08,534.340,534.640,DIRECT,the
1232,S08,534.640,535.160,ALIGNED,companies'
1233,S08,535.160,535.540,DIRECT,detailed
1234,S08,535.540,536.120,DIRECT,disagreement
1235,S08,536.120,536.640,DIRECT,with
1236,S08,536.640,536.820,DIRECT,those
1237,S08,536.820,537.140,DIRECT,concerns.
1238,S08,538.340,538.600,DIRECT,By
1239,S08,538.600,538.900,DIRECT,"December,"
1240,S08,539.460,539.560,DIRECT,the
1241,S08,539.560,539.860,DIRECT,argument
1242,S08,539.860,540.100,DIRECT,had
1243,S08,540.100,540.340,DIRECT,shifted
1244,S08,540.340,540.720,DIRECT,toward
1245,S08,540.720,541.040,DIRECT,what
1246,S08,541.040,541.400,DIRECT,kinds
1247,S08,541.400,541.580,DIRECT,of
1248,S08,541.580,541.820,DIRECT,remedies
1249,S08,541.820,542.200,DIRECT,could
1250,S08,542.200,542.580,DIRECT,realistically
1251,S08,542.580,543.260,DIRECT,address
